% Model:              
% Version:            COMSOL 4.3.2.189
% Date:               Dec 10 2013, 08:58
% Dimension:          3
% Nodes:              1700
% Expressions:        1
% Description:        Temperature
% Length unit:        m
% x                       y                        z                        T (K)
0.095                     0                        0.1                      323.0811259736106
0.09999999999999999       0                        0.1                      323.08112597813493
0.09749602606001455       -0.0037916119637708776   0.09999999999999999      323.08303532993085
0.0975                    0                        0.0972559874001004       323.0831699249665
0.095                     -0.003535255791137457    0.09578419358466021      323.08535723664966
0.09499999999999999       -0.005449660771761596    0.09999999999999999      323.0832080617734
0.09749201287795908       -0.006761494823988773    0.1                      323.0841783859319
0.09999999999999998       -0.0038708788800280256   0.09656168818757806      323.0847588437558
0.09999999999999996       -0.005449660771761575    0.09999999999999998      323.0832073524673
0.09500000000000001       0                        0.09451197480020093      323.085371640809
0.09999999999999998       0                        0.0945119748002008       323.08536916654697
0.0975                    0                        0.09166099244712178      323.0897355417938
0.09999999999999998       -0.008389035857013265    0.09613188922171988      323.0869395177559
0.09999999999999996       -0.011035447498350061    0.09999999999999998      323.0853025740743
0.09500000000000001       -0.011035447498350072    0.1                      323.0853036117985
0.09749999999999998       -0.013828357998680048    0.1                      323.08670866671577
0.09999999999999999       -0.013665736467347945    0.09554021258771433      323.0895212790273
0.09999999999999998       -0.016621268499010036    0.09999999999999999      323.08703705143733
0.095                     -0.00838799472068868     0.0947895655209934       323.0883818926942
0.095                     -0.003796313462018608    0.09124392446629298      323.0914619467812
0.09999999999999999       -0.004954278377862326    0.09163671434651073      323.09132271786467
0.09500000000000001       0                        0.08881001009404216      323.0942734033497
0.09999999999999999       0                        0.08881001009404262      323.0942603680235
0.09999999999999999       -0.01113157170478419     0.09140518398794555      323.0944956810235
0.095                     -0.014233891744401213    0.09491516295708577      323.09044881089477
0.095                     -0.016621268499010036    0.09999999999999998      323.087043782615
0.095                     -0.0127244349327554      0.09082665226210224      323.0962560602222
0.09749999999999998       -0.01941417899934002     0.1                      323.088120654078
0.09999999999999999       -0.01941417899934002     0.09514900603183025      323.0915762426143
0.09999999999999998       -0.016486297373143475    0.09081020876713136      323.09780452309184
0.1                       -0.022207089499670006    0.1                      323.0880410620243
0.095                     -0.01959425703474563     0.0950331606430309       323.0917596986957
0.095                     -0.022207089499670006    0.1                      323.0880411928527
0.09708333333333333       -0.00971776321936318     0.08905331736889749      323.0987825942219
0.095                     -0.008548949191749967    0.0885151735751113       323.0988442242311
0.09999999999999999       -0.008970554805124578    0.08733079152885485      323.1016953746986
0.09750000000000003       0                        0.0859487761033767       323.10077411578374
0.09499999999999999       0                        0.08308754211271042      323.107248464142
0.095                     -0.004703411812563846    0.08565220876544254      323.1031788182554
0.09999999999999998       -0.0048902274288216      0.08576779981499061      323.1030059538162
0.1                       0                        0.08308754211271129      323.10725082066733
0.09999999999999998       -0.013416264136319111    0.08641605233148267      323.1065888792095
0.095                     -0.013745028666261245    0.08630633230833974      323.107090318585
0.095                     -0.016998966472428528    0.09055142011075776      323.09851264528777
0.09999999999999999       -0.025000000000000012    0.09514915690991464      323.09215647995
0.09749999999999998       -0.024999999999999994    0.1                      323.0886441211692
0.1                       -0.027792910500329983    0.10000000000000002      323.0880526058774
0.095                     -0.027792910500329983    0.10000000000000002      323.08805270443196
0.1                       -0.021937186301416604    0.0907231184440799       323.09940299568626
0.09999999999999998       -0.018746123935766364    0.08604644749122699      323.1104109304141
0.09999999999999999       -0.030254896210429063    0.09541619755210244      323.09133704480297
0.09749999999999998       -0.030585821000659957    0.1                      323.08814318465693
0.1                       -0.03337873150098994     0.1                      323.08707640273855
0.095                     -0.024999999999999994    0.09514915690991468      323.09215562908355
0.095                     -0.02224976742009641     0.09036799552662086      323.1002037650733
0.095                     -0.03058582100065993     0.09514900603183028      323.0916009915958
0.09499999999999997       -0.03337873150098993     0.09999999999999998      323.087070489587
0.09999999999999999       -0.03539075004055802     0.09514838337885681      323.09033357792975
0.09749999999999998       -0.03617164200131993     0.1                      323.0867499949668
0.095                     -0.036089717738162996    0.09526104558310965      323.0899661273357
0.09999999999999996       -0.03896455250164991     0.09999999999999998      323.08535334881987
0.09499999999999999       -0.038964552501649916    0.1                      323.0853518989125
0.095                     -0.009920556684247257    0.08277014152289724      323.11443913546566
0.095                     -0.005069907022316689    0.08022630812621936      323.1179192947466
0.0975                    0                        0.08022630812621975      323.1154000067285
0.09499999999999997       0                        0.07736507413972828      323.12308296992836
0.1                       -0.009316126051010799    0.08290673656506117      323.11353719742186
0.09999999999999999       -0.005029206162389305    0.08020814973628561      323.1179489213487
0.10000000000000002       0                        0.07736507413972907      323.12313845034254
0.09999999999999998       -0.015596377240811286    0.08083041823836035      323.12613058070013
0.095                     -0.015967057635956       0.08038056803315133      323.12822322019747
0.095                     -0.019231756325030516    0.08554817002557275      323.1121068437227
0.09999999999999999       -0.02750049517698759     0.09078426914437623      323.0993612178799
0.1                       -0.024539695423539124    0.08595506780803747      323.1120523061432
0.09999999999999999       -0.02155160724320563     0.08152037855215227      323.12748244920306
0.09999999999999999       -0.019468328819226683    0.07730865738007199      323.14551228122167
0.09999999999999999       -0.03296414621734319     0.09064952417660435      323.0983616173699
0.095                     -0.02502538116666805     0.08560448734381865      323.1131621164701
0.095                     -0.02801012666286465     0.08980623752340204      323.1014345541049
0.095                     -0.03314409127257708     0.09010422573956374      323.09943198692014
