time,EqKm_x,EqKm_y,EqKm_z,Sens_x,Sens_y,Sens_z,a_x,a_y,a_z,m_x,m_y,m_z,g_x,g_y,g_z,Km_g_x,Km_g_y,Km_g_z,qKm_w,qKm_x,qKm_y,qKm_z,J 
0,NaN,NaN,NaN,0.055067,0.0070949,0.00026134,-0.01088,0.99119,0.0023332,-3.3241,39.807,-4.5891,0.00039524,-0.00055289,-0.00036111,0,0,0,NaN,NaN,NaN,NaN,0
0.01,0.018452,0.018087,0.018452,0.047405,-0.0042427,0.027663,-0.011254,0.99232,0.0025219,-3.3241,39.807,-4.5891,-0.00082015,-0.0017691,0.00085034,-0.0007921,-0.0013716,0.000228,0.99911,0.0091346,0.0091346,0.0091346,0.01843
0.02,0.020894,0.020402,0.020888,0.043376,-0.0070641,0.053204,-0.011254,0.99138,0.0030879,-3.2377,39.807,-4.3355,-0.00082139,0.00066092,-0.00036265,-0.0012429,0.00026779,0.0010033,1.0003,0.010345,0.010304,0.010341,0.020539
0.03,0.02336,0.022617,0.023367,0.044932,-0.0034776,0.065898,-0.011628,0.99138,0.0025219,-3.2377,39.807,-4.3355,-0.00082646,0.00065883,-0.00036534,-0.0018345,0.00058453,0.0014002,1.0007,0.011556,0.011433,0.01156,0.020725
0.04,0.023758,0.022722,0.023655,0.052038,0.0016375,0.038895,-0.01088,0.99082,0.0023332,-3.4968,39.712,-4.7582,0.00038645,-0.00055356,0.00084996,-0.0011316,-9.3912e-05,0.0012192,1.0003,0.011749,0.011494,0.011697,0.020735
0.05,0.023912,0.022472,0.023556,0.056447,0.0046428,0.027163,-0.01088,0.99176,0.0023332,-3.4968,39.712,-4.7582,0.00038907,-0.001766,0.00084727,-0.00089923,-0.001105,0.0011907,1.0001,0.011825,0.011372,0.011645,0.020732
0.06,0.024561,0.022599,0.023991,0.055454,0.0067241,0.03566,-0.011067,0.99176,0.0025219,-3.3241,39.807,-4.5046,0.0015981,-0.0005539,-0.00036571,-1.8328e-05,-0.00057678,0.00087833,1.0001,0.012146,0.011442,0.011858,0.020729
0.07,0.025246,0.02264,0.024559,0.053464,0.0049802,0.041919,-0.011254,0.99138,0.0027106,-3.3241,39.807,-4.5046,0.00038663,0.00065816,0.00084958,-0.00059942,0.00042522,0.0017437,1.0001,0.012486,0.01147,0.012138,0.020727
0.08,0.025486,0.022109,0.024612,0.05168,0.00066721,0.034989,-0.01088,0.99119,0.0027106,-3.4104,39.522,-4.6737,0.00038541,0.00064841,-0.00036341,-0.00070847,0.00074979,0.00045381,0.99998,0.012608,0.011207,0.012166,0.020726
0.09,0.025961,0.021707,0.025122,0.049279,-0.0025895,0.048135,-0.01088,0.99063,0.0027106,-3.4104,39.522,-4.6737,0.00038802,0.00064637,-0.0015802,-0.00071503,0.00085383,-0.00076731,0.99989,0.012843,0.011013,0.012419,0.020725
0.1,0.027002,0.021806,0.026729,0.048043,-0.0024236,0.076202,-0.01088,0.99119,0.0025219,-3.3241,39.807,-4.3355,-0.00082734,-0.00056598,0.00084921,-0.0015943,-3.2593e-05,0.0024171,1.0001,0.013357,0.011077,0.01322,0.020725
0.11,0.027784,0.021595,0.027768,0.051103,8.2516e-05,0.062089,-0.011067,0.99138,0.0023332,-3.3241,39.807,-4.3355,-0.00082857,0.00064611,0.00084652,-0.0018783,0.00049786,0.0033192,1.0003,0.013747,0.010982,0.013739,0.020724
0.12,0.028865,0.021636,0.029411,0.052975,0.002659,0.076559,-0.011254,0.99176,0.0028992,-3.5831,39.902,-4.5046,-0.00082595,0.00064407,-0.00037029,-0.0020068,0.0006417,0.0039106,1.0006,0.014283,0.011019,0.014559,0.020724
0.13,0.029452,0.021178,0.029891,0.053554,0.0044406,0.048519,-0.010693,0.99045,0.0023332,-3.5831,39.902,-4.5046,0.0003908,-0.00056827,-0.00036912,-0.0011627,-0.00021152,0.0036033,1.0008,0.01458,0.010795,0.014802,0.020724
0.14,0.029678,0.020308,0.029432,0.051884,0.0026334,0.026152,-0.011067,0.99119,0.0025219,-3.6695,39.522,-4.8428,-0.0020426,-0.0017806,-0.00037179,-0.0025729,-0.0012688,0.0016984,1.0008,0.014702,0.01036,0.014578,0.020724
0.15,0.030285,0.0197,0.029995,0.051816,0.00079947,0.050549,-0.010319,0.99101,0.0025219,-3.6695,39.522,-4.8428,0.00038452,-0.00056469,-0.00037828,-0.00124,-0.00074295,0.00083604,1.0007,0.015007,0.010065,0.014861,0.020724
0.16,0.030403,0.018665,0.028938,0.049952,0.0013607,0.010609,-0.011067,0.99194,0.0028992,-3.4968,39.617,-5.0964,0.0003833,0.00065124,0.00083705,-0.0008095,0.0003501,-0.0015442,1.0004,0.015075,0.0095437,0.014335,0.020724
0.17,0.030631,0.017701,0.027754,0.051194,0.0018231,0.005828,-0.01088,0.99157,0.0025219,-3.4968,39.617,-5.0964,0.0015962,0.00064918,0.00083441,0.00022399,0.00067962,-0.0023312,1.0002,0.015197,0.0090576,0.013745,0.020724
0.18,0.031592,0.01743,0.029743,0.051337,0.0018533,0.081739,-0.011254,0.99119,0.0028992,-3.5831,39.712,-4.5046,0.00038088,-0.00056318,-0.00037853,-0.00036455,-0.00011443,0.0021257,1.0003,0.015673,0.0089426,0.01474,0.020724
0.19,0.032475,0.017022,0.031398,0.052828,0.0014001,0.074182,-0.010319,0.99063,0.0021446,-3.5831,39.712,-4.5046,0.00037968,-0.0017755,-0.00038117,-0.00046063,-0.0012537,0.0027836,1.0005,0.016113,0.0087575,0.015569,0.020724
0.2,0.033034,0.016312,0.031589,0.052075,0.00081559,0.039987,-0.010693,0.99194,0.0025219,-3.4968,39.902,-4.7582,0.00038615,0.00065452,0.00082651,-0.00047005,0.00013653,0.0012612,1.0004,0.016396,0.0084095,0.015668,0.020724
0.21,0.033558,0.015566,0.031746,0.051588,-0.00014786,0.038711,-0.010506,0.99176,0.0023332,-3.4968,39.902,-4.7582,0.00038493,0.0018666,-0.00039024,-0.00043214,0.0013857,-0.00015358,1.0003,0.016663,0.0080425,0.015749,0.020724
0.22,0.034237,0.015072,0.033573,0.050011,0.00098542,0.077557,-0.011067,0.99119,0.0032765,-3.6695,39.997,-4.6737,0.00039138,-0.00055992,-0.00038901,-0.00045932,0.00011868,0.0020809,1.0004,0.017001,0.007816,0.016666,0.020724
0.23,0.034865,0.014523,0.034635,0.051305,0.0019362,0.060548,-0.010693,0.99101,0.0025219,-3.6695,39.997,-4.6737,0.00039015,-0.00055815,-0.00038395,-0.00042172,-0.00032347,0.0022985,1.0005,0.017317,0.0075554,0.017201,0.020724
0.24,0.035271,0.013732,0.032887,0.052927,0.0020114,-0.0031718,-0.010693,0.99101,0.0025219,-3.3241,39.807,-4.8428,0.00038508,0.00065392,-0.001593,-0.00035815,0.00043321,-0.0028964,1.0003,0.01753,0.0071496,0.016329,0.020724
0.25,0.035754,0.013041,0.031381,0.053205,0.0022572,0.001779,-0.010506,0.99213,0.0025219,-3.3241,39.807,-4.8428,-0.00083028,0.00065185,-0.00037771,-0.0011316,0.00066988,-0.0035935,1.0002,0.01778,0.0067961,0.015578,0.020724
0.26,0.03616,0.012377,0.029508,0.051525,0.0027939,-0.0076136,-0.01088,0.99138,0.0027106,-3.1514,39.902,-4.7582,0.00038265,-0.00056435,-0.00037268,-0.00052084,-6.7549e-05,-0.0044734,1,0.017991,0.0064519,0.014644,0.020724
0.27,0.036668,0.011765,0.028421,0.05166,0.0015973,0.0085294,-0.010693,0.99138,0.0030879,-3.1514,39.902,-4.7582,0.00038528,0.00064774,-0.00036767,-0.00029126,0.00057758,-0.0045535,0.99987,0.01825,0.0061405,0.014102,0.020724
0.28,0.037224,0.01116,0.028596,0.05112,-0.00068698,0.035527,-0.011067,0.99119,0.0025219,-3.4968,39.807,-4.9273,-0.0020442,-0.00056461,0.00084763,-0.0019129,-0.00012461,-0.0017167,0.99981,0.018531,0.0058442,0.014192,0.020725
0.29,0.037705,0.010582,0.028065,0.051098,0.0004773,0.019153,-0.010693,0.99138,0.0027106,-3.4968,39.807,-4.9273,-0.00083129,0.00064748,0.00084879,-0.0015182,0.0005125,-0.00089059,0.99976,0.018776,0.005554,0.013931,0.020725
0.3,0.038276,0.010161,0.029209,0.051207,0.0014735,0.055545,-0.011067,0.99119,0.0021446,-3.5831,39.997,-4.6737,-0.00082867,-0.0005687,-0.0003642,-0.001418,-0.00020689,0.0011766,0.9998,0.019062,0.0053581,0.014505,0.020725
0.31,0.038856,0.0098436,0.030364,0.051983,0.0035315,0.05626,-0.01088,0.99101,0.0032765,-3.5831,39.997,-4.6737,-0.00082605,-0.0017772,0.00085109,-0.0013603,-0.0011858,0.0028505,0.99984,0.019352,0.0052145,0.015085,0.020725
0.32,0.039354,0.009434,0.030457,0.051735,0.0022003,0.033821,-0.011067,0.99138,0.0025219,-3.4968,39.807,-4.7582,0.00038687,-0.00056513,-0.0003619,-0.00049603,-0.00068807,0.00085004,0.99983,0.019604,0.0050145,0.015134,0.020725
0.33,0.039865,0.0090678,0.030441,0.05244,0.0027226,0.0317,-0.011067,0.99026,0.0027106,-3.4968,39.807,-4.7582,-0.0020426,-0.00056718,0.00085721,-0.0018964,-0.00052766,0.001136,0.99983,0.019863,0.0048352,0.015129,0.020725
0.34,0.040494,0.0088305,0.033931,0.053017,0.0031168,0.10779,-0.01088,0.99232,0.0023332,-3.7558,39.997,-4.3355,-0.00082972,0.00064492,-0.0003558,-0.0014747,0.0002692,0.0057541,0.99993,0.020174,0.0047559,0.016877,0.020725
0.35,0.041091,0.0085907,0.037331,0.053089,0.0032964,0.10799,-0.010693,0.99138,0.0025219,-3.7558,39.997,-4.3355,0.00038705,0.00064672,-0.00036234,-0.00048561,0.00052059,0.0068918,1,0.020469,0.0046755,0.01858,0.020725
0.36,0.041488,0.0081854,0.037187,0.051677,0.001325,0.034117,-0.01088,0.99176,0.0027106,-3.5831,39.997,-4.8428,0.00038582,0.00065234,0.00085294,-0.00017007,0.00066487,0.0025155,1,0.020671,0.0044753,0.018511,0.020725
0.37,0.04181,0.0076907,0.036795,0.050507,-0.00076744,0.02917,-0.01088,0.99045,0.0023332,-3.5831,39.997,-4.8428,0.00038844,-0.00056386,0.00085792,-5.9338e-05,-0.00015863,0.0010927,1,0.020837,0.0042271,0.018319,0.020725
