 time,EqKm_x,EqKm_y,EqKm_z,Sens_x,Sens_y,Sens_z,a_x,a_y,a_z,m_x,m_y,m_z,g_x,g_y,g_z,Km_g_x,Km_g_y,Km_g_z,qKm_w,qKm_x,qKm_y,qKm_z 
1.1,-0.055536,0.0036024,-0.020165,-0.055243,0.00022853,-0.014919,-0.055253,0.99915,0.00022869,2.0787,20.766,-15.463,0.0035994,-0.0050374,0.013392,0.0042172,-0.0020674,0.010595,0.97183,-0.026974,0.002124,-0.0097473
1.11,-0.056492,0.0024485,-0.018408,-0.076248,-0.020545,0.014219,-0.075536,0.98874,-0.020376,2.0787,20.766,-15.463,-0.0012616,-0.007476,0.009755,-0.0009863,-0.0075989,0.012173,0.97198,-0.02745,0.0015112,-0.0089108
1.12,-0.057966,0.0012534,-0.016063,-0.08718,-0.02158,0.028677,-0.086047,0.9845,-0.02133,2.0787,20.766,-15.548,-0.003699,-0.0062722,-0.0023815,-0.0049149,-0.0085068,0.0051273,0.97211,-0.028177,0.00087044,-0.0077888
1.13,-0.058868,0.0005692,-0.014606,-0.075865,-0.012404,0.013551,-0.075536,0.99376,-0.012363,2.0787,20.766,-15.548,-0.0049176,0.0022191,-0.0048049,-0.0060943,-0.0021151,0.00018979,0.97226,-0.028623,0.0005015,-0.0070918
1.14,-0.058759,0.00070114,-0.014586,-0.055601,0.0034689,-0.01405,-0.055622,0.99935,0.0034721,2.0787,20.766,-15.633,-0.0037124,0.0046398,-0.0048025,-0.0041868,0.0027547,-0.0032081,0.97241,-0.028574,0.0005686,-0.0070813
1.15,-0.058188,0.0015256,-0.015241,-0.046583,0.018153,-0.027514,-0.046586,0.99935,0.018163,2.0787,20.766,-15.633,0.0011397,0.004635,-0.0023718,0.00035753,0.0052667,-0.0034275,0.97256,-0.028298,0.00099931,-0.0073888
1.16,-0.057713,0.0021877,-0.015482,-0.048536,0.015327,-0.019876,-0.04843,0.99703,0.015301,1.9951,20.766,-15.463,0.0011376,-0.00022646,0.0024821,0.0015552,0.0023906,0.00040885,0.97271,-0.028068,0.0013409,-0.0074975
1.17,-0.057733,0.0019709,-0.014931,-0.058698,-0.0026456,-0.0046997,-0.058388,0.99356,-0.0026331,1.9951,20.766,-15.463,0.0047802,-0.0038684,0.0085478,0.003704,-0.0023269,0.0067393,0.97285,-0.028083,0.0012218,-0.0072339
1.18,-0.058393,0.0012288,-0.013698,-0.072354,-0.013625,0.0096019,-0.071664,0.98874,-0.013508,2.0787,20.86,-15.633,0.0035662,-0.0026537,0.0012578,0.0025951,-0.003716,0.004511,0.97299,-0.028411,0.00082554,-0.0066458
1.19,-0.059392,0.00051867,-0.012093,-0.079786,-0.013428,0.019372,-0.07904,0.98855,-0.013317,2.0787,20.86,-15.633,0.0011425,-0.00022497,-0.0072462,0.00012723,-0.0024404,-0.0014526,0.97312,-0.028905,0.00044104,-0.0058763
1.2,-0.059823,0.00024787,-0.011385,-0.068521,-0.0051363,0.0034373,-0.068161,0.99318,-0.0051133,2.0787,20.86,-15.378,0.0023546,0.0034153,-0.013319,0.0010422,0.0011627,-0.0086008,0.97325,-0.029119,0.00029299,-0.0055367
1.21,-0.059582,0.00059055,-0.011691,-0.054829,0.0074923,-0.016081,-0.0547,0.99665,0.0074786,2.0787,20.86,-15.378,-0.0024996,0.0034105,-0.0096771,-0.0010681,0.0032177,-0.0095773,0.97339,-0.029005,0.00047263,-0.0056811
1.22,-0.059077,0.001291,-0.012725,-0.048952,0.015533,-0.031616,-0.048799,0.99607,0.015492,2.1623,20.483,-15.378,-0.0025017,0.002189,-0.003604,-0.0013134,0.0035766,-0.0066931,0.97353,-0.028761,0.00084548,-0.0061745
1.23,-0.058742,0.001712,-0.013429,-0.051937,0.010181,-0.027032,-0.051749,0.99549,0.01015,2.1623,20.483,-15.378,-0.0012942,-0.0014608,0.0097539,-0.00079753,0.00073107,0.0037628,0.97367,-0.0286,0.0010705,-0.0065122
1.24,-0.058857,0.0014911,-0.013323,-0.061114,-0.0030291,-0.012526,-0.060785,0.99337,-0.0030147,2.1623,20.672,-15.463,0.0011252,-0.0038965,0.012182,0.00037328,-0.0028017,0.0095904,0.9738,-0.028661,0.00095586,-0.0064644
1.25,-0.059508,0.00088225,-0.012435,-0.072598,-0.011104,0.0032466,-0.072033,0.99048,-0.011028,2.1623,20.672,-15.463,0.0011187,-0.0051127,0.0085396,-4.8513e-05,-0.005317,0.0098725,0.97392,-0.028984,0.00063275,-0.0060421
1.26,-0.060191,0.00029877,-0.011412,-0.073723,-0.010913,0.0073917,-0.073139,0.99028,-0.010837,2.1623,21.238,-15.463,-0.0013139,-0.0026917,4.3003e-05,-0.0018871,-0.0043669,0.0043181,0.97405,-0.029322,0.00032053,-0.0055531
1.27,-0.060548,2.7805e-05,-0.010916,-0.067347,-0.0051318,-0.001625,-0.067054,0.99414,-0.0051133,2.1623,21.238,-15.463,-0.00010409,0.0021602,-0.0035946,-0.0011315,-0.00024602,-0.00052957,0.97417,-0.029501,0.00017528,-0.0053167
1.28,-0.060447,0.00017804,-0.010445,-0.058182,0.0030974,-0.00073198,-0.058019,0.99607,0.0030905,1.9115,20.672,-15.463,-0.0013203,0.0045839,-0.0072347,-0.0010938,0.0032579,-0.0044473,0.9743,-0.029455,0.00024512,-0.0050857
1.29,-0.060202,0.00054611,-0.010221,-0.05523,0.0076877,-0.0050113,-0.055068,0.99607,0.0076694,1.9115,20.672,-15.463,0.0011037,0.0021536,-0.0035899,0.00078603,0.002964,-0.0034247,0.97443,-0.029339,0.00042989,-0.0049713
1.3,-0.060037,0.00070538,-0.010353,-0.056934,0.0036742,-0.012656,-0.056728,0.9953,0.0036628,2.0787,20.577,-15.718,0.0011062,-0.00027928,0.0012641,0.0012257,0.00092647,-0.00031874,0.97456,-0.029262,0.00051304,-0.005034
1.31,-0.060198,0.00050902,-0.0099951,-0.063777,-0.0036078,-0.003178,-0.063366,0.99221,-0.003587,2.0787,20.577,-15.718,0.0035346,-0.0014954,0.0036923,0.0025563,-0.001079,0.0029234,0.97468,-0.029345,0.00040754,-0.0048632
1.32,-0.060617,0.00013638,-0.0097321,-0.069476,-0.0074587,-0.0050147,-0.068898,0.99009,-0.0074028,2.2459,21.049,-15.378,0.0035371,-0.0002781,4.491e-05,0.0025825,-0.0010868,0.0012206,0.9748,-0.029553,0.0002137,-0.0047413
1.33,-0.061002,-0.00013686,-0.0095322,-0.069116,-0.0057143,-0.005623,-0.068714,0.9926,-0.0056857,2.2459,21.049,-15.378,0.0023298,0.00093406,-0.0036024,0.0018096,-0.00010275,-0.001863,0.97492,-0.029746,7.1644e-05,-0.0046487
1.34,-0.061056,-0.00013482,-0.008901,-0.062485,-0.00015334,0.0041772,-0.06226,0.99511,-0.00015288,1.9115,20.577,-15.209,0.00233,0.0021514,-0.0072498,0.002055,0.0013954,-0.0046331,0.97504,-0.029776,6.3446e-05,-0.0043415
1.35,-0.060851,0.00017434,-0.0086885,-0.057086,0.0063496,-0.0035686,-0.056912,0.99588,0.0063339,1.9115,20.577,-15.209,0.0011182,0.0021494,-0.0060381,0.0016649,0.0023284,-0.0051811,0.97516,-0.029678,0.00021824,-0.0042336
1.36,-0.06061,0.00051157,-0.0093238,-0.056022,0.007312,-0.02126,-0.055806,0.99511,0.0072878,2.1623,20.483,-15.378,-0.0013143,-0.00027575,3.2534e-05,-6.9222e-05,0.0010524,-0.0023775,0.97528,-0.029564,0.00039985,-0.0045388
1.37,-0.060531,0.00061403,-0.0097006,-0.058804,0.0027181,-0.017131,-0.058572,0.99491,0.0027089,2.1623,20.483,-15.378,-0.0025327,-0.0014944,0.0036749,-0.0016447,-0.00053178,0.0012916,0.97539,-0.029528,0.00045769,-0.0047215
1.38,-0.060744,0.00040665,-0.008792,-0.064749,-0.0035999,0.0084329,-0.064473,0.99433,-0.003587,1.9115,20.672,-15.463,-0.00011084,-0.0039272,0.0085314,-0.00086141,-0.0032398,0.007501,0.97551,-0.029636,0.00033852,-0.0042821
1.39,-0.061117,7.553e-05,-0.0076506,-0.068429,-0.0062777,0.013454,-0.068161,0.99453,-0.006258,1.9115,20.672,-15.463,-0.00011505,-0.0015009,0.0061054,-0.00086201,-0.0025739,0.007977,0.97562,-0.029823,0.00015275,-0.0037309
1.4,-0.061373,-0.00014799,-0.0071943,-0.066239,-0.0045577,0.00040571,-0.065948,0.99414,-0.004541,2.0787,20.766,-15.548,-0.0013356,0.00092801,0.0036819,-0.0015327,-0.00049115,0.0054882,0.97573,-0.029951,3.1978e-05,-0.0035122
1.41,-0.061411,-0.00016442,-0.0070803,-0.061907,-0.00053585,-0.0056286,-0.061707,0.99549,-0.00053446,2.0787,20.766,-15.548,-0.00012343,0.0009286,-0.00117,-0.00058602,0.00045954,0.00095974,0.97584,-0.029973,2.1947e-05,-0.0034573
1.42,-0.061287,-2.6124e-05,-0.0062391,-0.058634,0.0027102,0.010331,-0.058572,0.9978,0.0027089,1.7444,20.672,-15.294,-0.0013395,0.00094184,-0.0023771,-0.00091351,0.00091495,-0.0001484,0.97596,-0.029916,7.9955e-05,-0.003045
1.43,-0.061194,0.00011354,-0.0054182,-0.059104,0.0029061,0.010962,-0.058941,0.99607,0.0028997,1.7444,20.672,-15.294,-0.0013327,-0.00025155,-0.0035866,-0.0010487,0.00023322,-0.0013327,0.97607,-0.029874,0.00013904,-0.0026425
1.44,-0.061183,0.00013627,-0.0049801,-0.060859,0.00061248,0.0038943,-0.0606,0.99453,0.00061026,1.9115,20.955,-15.378,0.0011089,-0.00022081,-0.0023655,0.00047083,-8.6887e-05,-0.0013978,0.97618,-0.029872,0.00014411,-0.0024286
1.45,-0.061363,-5.2737e-05,-0.0042683,-0.065144,-0.0039843,0.0099723,-0.064841,0.99395,-0.0039686,1.9115,20.955,-15.378,0.0023473,0.001029,-0.0011491,0.0014938,0.00033715,-0.00021219,0.97629,-0.029964,3.6963e-05,-0.0020844
1.46,-0.061535,-0.0002149,-0.0038737,-0.065207,-0.0036047,0.0039083,-0.064841,0.99298,-0.003587,1.9951,20.672,-15.548,0.0011464,-0.00015219,-0.0011327,0.00098147,-0.00028122,-0.0003026,0.9764,-0.030051,-5.1736e-05,-0.0018945
1.47,-0.061602,-0.00023476,-0.0036472,-0.063112,-0.00072821,0.00096108,-0.062813,0.99395,-0.00072524,1.9951,20.672,-15.548,0.0011793,0.002324,-0.0035871,0.0010035,0.0014641,-0.0022397,0.9765,-0.030087,-6.5223e-05,-0.0017844
1.48,-0.061518,-4.4e-05,-0.0031502,-0.059889,0.0036735,0.0070986,-0.059678,0.9953,0.0036628,1.8279,20.766,-15.378,-0.0012228,0.00113,-0.0035872,-0.00042403,0.001447,-0.0024036,0.97661,-0.030049,2.4825e-05,-0.001539
1.49,-0.061382,0.00019593,-0.0027678,-0.058517,0.0050065,0.0051612,-0.058388,0.99665,0.0049983,1.8279,20.766,-15.378,-0.0012358,-9.1431e-05,-0.0023731,-0.00077713,0.00068679,-0.0017771,0.97672,-0.029986,0.0001417,-0.0013486
1.5,-0.061452,0.00029974,-0.002396,-0.062421,0.0025305,0.0049996,-0.062076,0.99318,0.0025181,1.9115,20.672,-15.463,-0.0048956,-0.0025394,0.0012598,-0.0036868,-0.0014188,0.00087248,0.97682,-0.030023,0.00018925,-0.0011655
1.51,-0.061796,0.00019095,-0.0016516,-0.06794,-0.0016907,0.012607,-0.067423,0.99086,-0.0016792,1.9115,20.672,-15.463,-0.0024846,-0.0025591,0.0036927,-0.0032758,-0.0023999,0.0038307,0.97692,-0.030194,0.00012257,-0.00080372
1.52,-0.061377,0.00043799,-0.0045784,-0.06921,-0.0057221,0.046997,-0.068714,0.99125,-0.0056857,1.41,20.766,-15.378,-6.7083e-05,-0.0013471,0.0037019,-0.00053511,-0.0010326,0.00043814,0.96806,-0.029717,0.00029404,-0.0022091
1.53,-0.061146,0.00068873,-0.0071566,-0.065215,-0.0060805,0.041634,-0.065026,0.99568,-0.0060673,1.41,20.766,-15.378,0.0023548,-0.001332,0.0036902,0.0016968,-0.00060543,-0.00028476,0.95927,-0.029335,0.00046362,-0.0034216
1.54,-0.061143,0.00055379,-0.0061327,-0.061408,-0.0022527,0.013867,-0.061338,0.99761,-0.0022515,1.7444,20.389,-15.633,0.001156,0.0011236,-0.0011688,0.0012956,0.00030334,0.00050918,0.95945,-0.02934,0.00037829,-0.0029332
1.55,-0.060968,0.00055833,-0.0053874,-0.057724,0.0006107,0.0089318,-0.05765,0.99761,0.00061026,1.7444,20.389,-15.633,-5.3756e-05,-8.5385e-05,0.0012826,0.00058533,-2.6856e-05,0.0020532,0.95963,-0.029262,0.00036946,-0.0025761
1.56,-0.060764,0.00058231,-0.0042505,-0.05664,0.000993,0.017577,-0.056544,0.99723,0.00099184,1.5772,20.389,-15.294,-0.0037004,0.0011216,9.3782e-05,-0.0020867,0.00070112,0.0022332,0.95981,-0.02917,0.00036506,-0.0020306
1.57,-0.060733,0.00055378,-0.0029554,-0.059981,-0.00034521,0.022088,-0.059678,0.99376,-0.00034367,1.5772,20.389,-15.294,0.0023769,0.0035378,-0.0023277,0.0010616,0.0024817,0.00083778,0.95999,-0.02916,0.00033125,-0.0014098
1.58,-0.060903,0.00052452,-0.0027941,-0.064602,-0.00053669,0.0002484,-0.064288,0.99376,-0.00053446,1.9951,20.2,-15.294,0.0035825,0.0023116,-0.0023279,0.002534,0.0022572,-0.001142,0.96016,-0.029247,0.00031375,-0.0013331
1.59,-0.061149,0.0004171,-0.0025504,-0.066093,-0.0022612,0.0023185,-0.065763,0.99356,-0.0022515,1.9951,20.2,-15.294,-0.0037109,0.0023069,-0.0011324,-0.002144,0.0020639,-0.00079594,0.96033,-0.02937,0.00025441,-0.001218
1.6,-0.06142,0.00033446,-0.0016567,-0.066514,-0.0016876,0.015989,-0.066132,0.99279,-0.0016792,1.8279,20.577,-15.633,0.0011394,0.0011028,-0.002372,-0.00022405,0.0011626,-0.00064048,0.9605,-0.029506,0.00019838,-0.0007903
1.61,-0.061612,0.00033675,-0.00087008,-0.065544,0.00023035,0.014634,-0.065026,0.99067,0.00022869,1.8279,20.577,-15.633,0.00357,0.0011176,-0.0023904,0.0021179,0.001045,-0.00074814,0.96066,-0.029603,0.00018798,-0.00041253
1.62,-0.061699,0.00043688,-0.00050198,-0.063666,0.0023368,0.0067172,-0.063366,0.99395,0.0023273,1.9115,20.577,-15.633,-6.5917e-05,0.0023441,-0.0011718,0.0004565,0.0020355,-0.00051635,0.96083,-0.02965,0.00023457,-0.00023415
1.63,-0.061644,0.00040433,-0.00033598,-0.060592,-0.00053568,0.0028103,-0.060416,0.99588,-0.00053446,1.9115,20.577,-15.633,-5.7237e-05,-8.8864e-05,5.1416e-05,0.00017344,0.00047364,9.767e-05,0.961,-0.029629,0.00021515,-0.00015496
1.64,-0.061573,0.0003357,0.00054959,-0.060131,-0.0011111,0.017693,-0.059863,0.99433,-0.0011068,1.6608,20.483,-15.548,-0.0012649,-0.0013125,0.0012746,-0.00071807,-0.00094099,0.0021171,0.96116,-0.0296,0.00016633,0.00026949
1.65,-0.061612,0.00028165,0.0015415,-0.06226,-0.00072909,0.020487,-0.061891,0.99279,-0.00072524,1.6608,20.483,-15.548,-5.2768e-05,-0.00010783,0.001279,-0.00029986,-0.00051639,0.0028628,0.96132,-0.029624,0.00012352,0.00074547
1.66,-0.061567,0.00026301,0.0026551,-0.060686,-0.00015347,0.023752,-0.060416,0.99433,-0.00015288,1.5772,20.483,-15.548,0.0011593,0.0011065,0.0037026,0.00077203,0.00048494,0.0049181,0.96149,-0.029607,9.7335e-05,0.0012806
1.67,-0.061489,0.00029802,0.003674,-0.059958,0.00080432,0.022763,-0.059678,0.99414,0.00080105,1.5772,20.483,-15.548,-0.0012774,0.0023281,0.0012584,-0.00054001,0.0017067,0.0037159,0.96165,-0.029575,0.00010048,0.0017713
1.68,-0.061489,0.00034025,0.0039901,-0.061401,0.00099522,0.0093047,-0.061154,0.99472,0.00099184,1.8279,20.672,-15.548,-6.9509e-05,-9.5187e-05,0.0024702,-0.00020573,0.00047325,0.003213,0.96181,-0.02958,0.0001177,0.0019243
1.69,-0.061611,0.00021812,0.0044565,-0.063913,-0.0024545,0.012805,-0.063551,0.99298,-0.0024423,1.8279,20.672,-15.548,-0.0012857,-9.4999e-05,0.0024836,-0.0011129,-0.00014979,0.0032694,0.96196,-0.029643,4.7211e-05,0.002147
1.7,-0.061243,0.0011446,0.004429,-0.053603,0.021042,0.0030899,-0.05304,0.98855,0.020834,1.7444,20.86,-15.294,-0.0037181,-0.0013161,0.0025084,-0.0023619,0.00045499,0.0027098,0.96212,-0.029472,0.00052898,0.0021488
1.71,-0.054909,0.0037235,-0.0047093,0.066962,0.071404,-0.17871,0.071427,1.0651,0.076352,1.7444,20.86,-15.294,-0.032853,-0.013465,-0.060609,-0.014332,-0.0044696,-0.053388,0.96234,-0.026423,0.0019954,-0.0022129
1.72,-0.051485,0.00468,-0.0084516,-0.12706,-0.019576,0.085449,-0.122,0.955,-0.01885,1.9951,20.672,-15.463,0.21362,0.041167,0.30242,0.14772,0.029081,0.18703,0.95432,-0.024561,0.0025542,-0.0039697
1.73,-0.045814,0.006471,-0.01175,-0.13061,-0.029893,0.089486,-0.13694,1.0425,-0.031442,1.9951,20.672,-15.463,0.54994,0.10187,-0.13467,0.42952,0.082026,-0.042369,0.94639,-0.021663,0.0035442,-0.005482
1.74,-0.042184,0.0066983,-0.014015,-0.029675,0.001925,-0.03854,-0.029991,1.0103,0.0019458,1.9115,20.577,-15.548,-0.013427,-0.0001135,-0.2233,0.12191,0.024485,-0.1688,0.94664,-0.019945,0.0036761,-0.0065593
1.75,-0.039366,0.011294,-0.018518,-0.0057165,0.11092,-0.09024,-0.0054659,0.95616,0.1065,1.9115,20.577,-15.548,0.0096419,-0.0037559,0.16036,0.046309,0.011823,0.054692,0.94687,-0.018584,0.0061334,-0.0086499
1.76,-0.04071,0.015542,-0.016584,-0.060108,0.10734,-0.0066319,-0.058203,0.96715,0.1044,1.9115,20.483,-15.378,-0.23683,-0.013469,0.34856,-0.15089,0.0005411,0.2583,0.94706,-0.019212,0.0083612,-0.0076861
1.77,-0.04285,0.013444,-0.013758,-0.06857,-0.032308,0.013702,-0.069083,1.0059,-0.032587,1.9115,20.483,-15.378,0.049709,-0.0013276,-0.1116,-0.013222,-0.0041561,0.0030248,0.94726,-0.020249,0.0072323,-0.0063641
1.78,-0.040129,0.017384,-0.017817,-0.10721,-0.097972,0.067177,-0.10817,1.0051,-0.099362,1.8279,20.577,-15.463,0.25368,0.018099,-0.41392,0.17532,0.01924,-0.28981,0.93947,-0.01877,0.0094154,-0.0081839
1.79,-0.039996,0.015637,-0.018724,-0.051632,-0.023349,-0.0027613,-0.05009,0.96927,-0.022666,1.8279,20.577,-15.463,-0.17248,0.0071713,0.1203,-0.066731,0.0078902,-0.0038679,0.9397,-0.018717,0.0084918,-0.0086314
1.8,-0.042293,0.014034,-0.016077,-0.072499,-0.017344,0.034122,-0.073139,1.0071,-0.017514,1.6608,20.483,-15.378,-0.11906,-0.057178,0.049878,-0.10455,-0.039594,0.036619,0.93992,-0.019819,0.007621,-0.0073981
1.81,-0.041234,0.014005,-0.017864,-0.0035829,0.026076,-0.061469,-0.003622,1.0109,0.026366,1.6608,20.483,-15.378,-0.060778,-0.098459,0.06809,-0.071011,-0.079228,0.055121,0.94017,-0.01932,0.0076171,-0.0082445
1.82,-0.039144,0.01408,-0.020765,-0.11044,-0.0033188,0.079583,-0.11278,1.0171,-0.0033963,1.7444,20.672,-15.718,0.014498,0.21722,0.21379,-0.0068719,0.12778,0.15796,0.93253,-0.018175,0.0077348,-0.0095347
1.83,-0.039776,0.010956,-0.018554,-0.053492,-0.065023,0.0077387,-0.051196,0.95616,-0.062349,1.7444,20.672,-15.718,0.0059994,-0.18466,-0.056967,0.0011636,-0.094198,0.010137,0.93279,-0.018499,0.0060419,-0.0085372
1.84,-0.040022,0.010831,-0.017761,-0.054882,0.014578,-0.00013258,-0.0547,0.99568,0.014538,1.8279,20.766,-15.463,0.16262,0.13344,-0.054538,0.11161,0.063658,-0.033364,0.93305,-0.018622,0.0059672,-0.00817
1.85,-0.037379,0.014077,-0.020871,-0.083719,-0.066204,0.040039,-0.082728,0.98585,-0.065593,1.8279,20.766,-15.463,0.20876,0.026598,-0.33136,0.18081,0.043137,-0.24246,0.92551,-0.01722,0.0077819,-0.0095163
1.86,-0.038128,0.014904,-0.020512,-0.077088,0.031698,0.024887,-0.077012,0.99703,0.031708,1.9115,20.955,-15.124,0.0047853,0.0011006,-0.086106,0.055412,0.014652,-0.12985,0.92578,-0.017569,0.0082265,-0.0093418
1.87,-0.038703,0.014538,-0.021355,-0.044765,0.0077022,-0.019768,-0.044558,0.99472,0.0076694,1.9115,20.955,-15.124,-0.22347,-0.01954,0.0061687,-0.13793,-0.0096831,-0.035045,0.92606,-0.017839,0.0080368,-0.0097366
1.88,-0.040642,0.013726,-0.021785,-0.057006,-0.0039601,-0.018615,-0.057097,1.0005,-0.0039686,2.1623,20.672,-15.294,-0.048637,0.046024,-0.10432,-0.076553,0.02747,-0.082517,0.92633,-0.018746,0.00761,-0.0099398
1.89,-0.042253,0.011358,-0.021863,-0.06338,-0.047337,-0.0070476,-0.062444,0.98392,-0.046705,2.1623,20.672,-15.294,-0.006142,0.058165,-0.063037,-0.028899,0.044303,-0.067765,0.9266,-0.019512,0.0063391,-0.01
1.9,-0.043116,0.011206,-0.02272,-0.057506,0.0021369,-0.023586,-0.057466,0.99819,0.0021366,2.2459,20.86,-15.209,0.025426,0.029026,-0.099462,0.0078019,0.032736,-0.089337,0.92686,-0.019916,0.0062682,-0.010399
1.91,-0.044129,0.010988,-0.022973,-0.06323,0.0041047,-0.015875,-0.06226,0.98334,0.0040444,2.2459,20.86,-15.209,-0.031639,-0.0086125,0.014668,-0.020798,0.0033624,-0.016518,0.92713,-0.020392,0.0061569,-0.010519
1.92,-0.044806,0.01191,-0.022466,-0.055145,0.033848,-0.01196,-0.052856,0.95751,0.032472,1.9951,20.86,-15.463,-0.0012854,0.0047431,0.034094,-0.007925,0.0056288,0.019321,0.9274,-0.020708,0.0066506,-0.010274
1.93,-0.046411,0.011079,-0.020309,-0.077921,-0.0073765,0.021716,-0.078118,1.0005,-0.0074028,1.9951,20.86,-15.463,0.010856,0.01567,-0.030256,0.002923,0.010966,-0.01224,0.92766,-0.02147,0.0061864,-0.0092818
1.94,-0.04667,0.0091612,-0.02056,-0.044986,-0.039855,-0.020615,-0.044927,0.998,-0.039836,1.9951,20.86,-15.209,-0.1227,0.092161,-0.047254,-0.083731,0.063508,-0.036502,0.92794,-0.021607,0.0051557,-0.0094243
1.95,-0.047945,0.008546,-0.020258,-0.061722,-0.013081,-0.00038028,-0.061891,1.0015,-0.013126,1.9951,20.86,-15.209,0.0035712,0.016884,-0.14074,-0.023879,0.029272,-0.10699,0.92819,-0.022209,0.0048258,-0.0092915
1.96,-0.048518,0.0083144,-0.020658,-0.06602,-0.00090124,-0.0083933,-0.067054,1.0142,-0.00091603,2.1623,20.483,-15.039,0.16748,0.039953,-0.084892,0.1072,0.035697,-0.090277,0.92845,-0.022481,0.0047071,-0.0094819
1.97,-0.047922,0.0085877,-0.021919,-0.048818,0.012299,-0.033207,-0.049352,1.0101,0.012439,2.1623,20.483,-15.039,-0.034067,-0.0061842,-0.013258,0.0089408,0.0067561,-0.037307,0.92872,-0.022207,0.0048641,-0.010068
1.98,-0.047753,0.010349,-0.023065,-0.045531,0.051965,-0.047239,-0.045111,0.99009,0.05155,2.2459,20.766,-15.124,-0.0097844,-0.014683,0.11908,-0.003838,-0.0052694,0.069386,0.92897,-0.022121,0.0058218,-0.010581
1.99,-0.047474,0.011707,-0.024485,-0.031358,0.047617,-0.067325,-0.031281,0.99723,0.047544,2.2459,20.766,-15.124,-0.18826,-0.049893,0.096015,-0.12997,-0.033596,0.084502,0.92923,-0.021984,0.0065647,-0.011227
2,-0.04755,0.012965,-0.026168,-0.033791,0.049706,-0.072669,-0.034232,1.0126,0.050406,2.413,20.955,-15.463,0.029068,-0.034109,0.03288,-0.018307,-0.031231,0.045241,0.92947,-0.022011,0.0072582,-0.011996
2.01,-0.048377,0.011482,-0.025837,-0.068881,-0.02038,-0.015561,-0.068161,0.98797,-0.020185,2.413,20.955,-15.463,0.11284,0.070307,-0.15895,0.070965,0.036729,-0.095476,0.92973,-0.022413,0.0064607,-0.011862
2.02,-0.046999,0.011625,-0.028569,-0.026658,0.019427,-0.068046,-0.026487,0.99337,0.019307,2.2459,20.766,-15.294,-0.049851,-0.1191,-0.014472,-0.011455,-0.070593,-0.041654,0.92998,-0.021769,0.0065577,-0.013139
2.03,-0.04967,0.014996,-0.02597,-0.097133,0.095531,0.02837,-0.096004,0.98527,0.094859,2.2459,20.766,-15.294,-0.024354,0.16622,0.021953,-0.02376,0.098462,0.0066361,0.9302,-0.023002,0.0083539,-0.011879
2.04,-0.05207,0.0085174,-0.023601,-0.1026,-0.15123,0.038167,-0.1032,1.0022,-0.15355,2.2459,20.577,-15.294,0.024212,0.021741,-0.18081,0.0063498,0.033532,-0.11946,0.93045,-0.024176,0.0048592,-0.010861
2.05,-0.053353,0.0064829,-0.022692,-0.084162,-0.040991,0.013606,-0.084387,1.0003,-0.041172,2.2459,20.577,-15.294,0.070349,-0.015897,-0.013258,0.048422,-0.0043126,-0.043129,0.93069,-0.024794,0.0037617,-0.010467
2.06,-0.053387,0.0063869,-0.022285,-0.060736,0.0019608,-0.0040497,-0.060232,0.99048,0.0019458,1.9951,20.86,-14.785,0.0059994,0.08002,-0.069108,0.018317,0.053501,-0.059571,0.93094,-0.024818,0.0037044,-0.010282
2.07,-0.053026,0.0070653,-0.022761,-0.048938,0.015395,-0.022033,-0.048615,0.9926,0.015301,1.9951,20.86,-14.785,0.015713,0.026598,-0.025399,0.016687,0.035091,-0.035533,0.93119,-0.024651,0.0040716,-0.010498
2.08,-0.052593,0.0074937,-0.023086,-0.048158,0.013987,-0.021763,-0.048061,0.99723,0.013965,1.9951,20.766,-15.124,0.037567,0.0023148,-0.044825,0.031309,0.012608,-0.041624,0.93144,-0.024453,0.0043021,-0.010646
2.09,-0.052297,0.0076259,-0.023082,-0.052339,0.010533,-0.015615,-0.052303,0.99838,0.010531,1.9951,20.766,-15.124,0.032711,0.0011006,-0.027827,0.032079,0.0046793,-0.031323,0.93168,-0.02432,0.0043704,-0.010646
2.1,-0.052208,0.0075543,-0.024413,-0.055412,0.0067537,-0.045294,-0.055068,0.99279,0.0067154,2.4966,20.766,-14.955,0.014498,0.0011006,-0.019328,0.019534,0.0021247,-0.024293,0.93192,-0.024283,0.0043467,-0.01127
2.11,-0.05242,0.0072431,-0.025276,-0.060442,0.0013774,-0.037632,-0.060232,0.9953,0.0013734,2.4966,20.766,-14.955,0.025426,-0.0013276,-0.022971,0.022935,-0.0007019,-0.024111,0.93215,-0.024388,0.0041907,-0.01168
2.12,-0.052827,0.0065494,-0.024133,-0.063185,-0.0074415,0.00067329,-0.062813,0.99279,-0.0074028,1.9951,20.955,-14.87,-0.013427,-0.0049701,0.020738,-0.0030291,-0.0047744,0.0086526,0.9324,-0.024591,0.0038064,-0.011159
2.13,-0.053335,0.0062637,-0.022912,-0.063432,0.0013779,0.00046942,-0.063182,0.99472,0.0013734,1.9951,20.955,-14.87,0.01207,0.0047431,-0.008401,0.0067124,0.0013315,-0.0015895,0.93263,-0.024838,0.0036402,-0.010595
2.14,-0.053605,0.005967,-0.023591,-0.059808,3.8081e-05,-0.036968,-0.059494,0.99356,3.7903e-05,2.4966,20.766,-15.209,0.0047853,0.0011006,0.0013121,0.0049157,0.00074639,-0.00052204,0.93286,-0.024971,0.0034905,-0.010918
