time,EqKm_x,EqKm_y,EqKm_z,Sens_x,Sens_y,Sens_z,a_x,a_y,a_z,m_x,m_y,m_z,g_x,g_y,g_z,Km_g_x,Km_g_y,Km_g_z,qKm_w,qKm_x,qKm_y,qKm_z,J 
0,NaN,NaN,NaN,0.052553,0.014684,0.00024943,-0.013465,0.9979,0.0099226,-5.1409,55.303,-30.795,0.0011733,2.4774e-05,0.00060146,0,0,0,NaN,NaN,NaN,NaN,0
0.01,0.018954,0.018579,0.018954,0.045231,0.002652,0.025114,-0.013656,0.99771,0.0093592,-5.1409,55.303,-30.795,-4.0754e-05,2.4696e-05,-0.00061459,-0.00022269,-0.00018273,-0.00057311,0.99935,0.0093832,0.0093832,0.0093832,0.01843
0.02,0.018316,0.017889,0.018268,0.041435,2.5565e-05,0.025799,-0.013465,0.99677,0.01011,-4.9664,55.874,-30.709,-4.0626e-05,2.0784e-05,0.0006015,-0.00069166,0.00048269,5.9467e-05,0.99912,0.0090686,0.009034,0.0090441,0.020539
0.03,0.019874,0.019248,0.019752,0.043106,0.0038179,0.039657,-0.013847,0.99808,0.0097348,-4.9664,55.874,-30.709,-0.0012546,2.0719e-05,0.0005996,-0.0018777,0.00091688,0.00027509,0.99901,0.0098323,0.0097293,0.0097706,0.020725
0.04,0.020313,0.019459,0.01999,0.049574,0.0085649,0.0215,-0.013656,0.99771,0.0091714,-4.7045,55.779,-30.795,-4.037e-05,0.0012386,0.00060154,-0.0013871,0.0019813,-0.00028708,0.99866,0.010046,0.0098413,0.0098832,0.020735
0.05,0.020501,0.019337,0.019787,0.054276,0.011724,0.0092049,-0.013274,0.99752,0.0093592,-4.7045,55.779,-30.795,-4.0242e-05,2.0576e-05,-0.00061067,-0.0011945,0.0015184,-0.001324,0.99846,0.010139,0.0097822,0.0097792,0.020732
0.06,0.021332,0.019761,0.020268,0.053482,0.0138,0.021304,-0.013274,0.99771,0.009547,-5.0536,55.398,-30.795,-4.0115e-05,2.8178e-05,-0.00060874,-0.0011658,0.0013557,-0.00084985,0.99854,0.010551,0.01,0.010014,0.020729
0.07,0.022091,0.020001,0.020733,0.051511,0.011879,0.026061,-0.013465,0.99715,0.009547,-5.0536,55.398,-30.795,-4.3822e-05,-0.0011822,-0.00060682,-0.0011737,0.00045146,-0.00068645,0.9986,0.010927,0.010126,0.010242,0.020727
0.08,0.022281,0.019559,0.020486,0.049564,0.0071913,0.015992,-0.013274,0.99808,0.0091714,-4.7045,55.589,-31.053,-0.0012578,0.0024639,-0.0006049,-0.0019491,0.0026946,-0.0015578,0.99846,0.011023,0.0099055,0.010118,0.020726
0.09,0.022717,0.019276,0.020681,0.047246,0.0037721,0.029048,-0.013274,0.99808,0.0089836,-4.7045,55.589,-31.053,-4.3545e-05,3.5542e-05,-0.00060683,-0.0013182,0.0016813,-0.0017962,0.99835,0.01124,0.0097684,0.010214,0.020725
0.1,0.0235,0.01929,0.0215,0.046021,0.004135,0.045608,-0.013274,0.9979,0.0089836,-5.1409,55.684,-30.881,-4.7241e-05,3.9263e-05,-0.00060108,-0.0011429,0.0013256,-0.00078024,0.99843,0.011628,0.0097835,0.01062,0.020725
0.11,0.02413,0.01912,0.021793,0.049198,0.0075544,0.031673,-0.013274,0.99733,0.0097348,-5.1409,55.684,-30.881,-0.0012651,3.9139e-05,-0.00060301,-0.0019255,0.0012438,-0.00046713,0.9985,0.011943,0.0097027,0.010765,0.020724
0.12,0.024583,0.018741,0.0215,0.050648,0.0095636,0.016297,-0.013847,0.99771,0.0097348,-4.7045,55.303,-30.795,-5.0765e-05,-0.0011713,0.0006092,-0.0013285,0.00038659,-0.00043799,0.99845,0.012172,0.009514,0.010618,0.020724
0.13,0.024757,0.018071,0.020277,0.051279,0.011296,-0.0079908,-0.013083,0.99733,0.0091714,-4.7045,55.303,-30.795,-0.0012609,-0.0011714,0.00061111,-0.0019012,7.2655e-05,-0.00051299,0.9984,0.012268,0.0091726,0.01001,0.020724
0.14,0.025059,0.017489,0.019295,0.049627,0.0098577,-0.0023421,-0.013465,0.99846,0.0097348,-4.7918,55.779,-30.795,0.0011675,0.0012491,0.0018233,-0.00040835,0.0016645,0.00060146,0.99839,0.012426,0.0088765,0.0095228,0.020724
0.15,0.025768,0.017191,0.019404,0.049729,0.0073439,0.024073,-0.012701,0.99715,0.0089836,-4.7918,55.779,-30.795,-4.2643e-05,0.0012489,-0.0018287,-0.0007152,0.002074,-0.0016788,0.99837,0.01278,0.0087316,0.0095757,0.020724
0.16,0.02645,0.016938,0.019602,0.048086,0.0088372,0.026467,-0.013274,0.99752,0.010298,-4.7918,55.589,-30.881,-4.6342e-05,3.4692e-05,0.0005977,-0.00083423,0.001431,-0.00061381,0.99836,0.013121,0.0086096,0.009673,0.020724
0.17,0.027147,0.016653,0.019677,0.049287,0.0087409,0.023426,-0.013083,0.99677,0.0093592,-4.7918,55.589,-30.881,-0.0012603,0.0012526,-0.00061067,-0.0016746,0.0019862,-0.001152,0.99834,0.01347,0.0084711,0.0097091,0.020724
0.18,0.027866,0.016392,0.019874,0.049243,0.0087639,0.026697,-0.013656,0.99752,0.0097348,-4.8791,55.684,-30.881,-5.3716e-05,-0.001172,0.0006054,-0.0011213,0.00047799,-0.00017635,0.99835,0.013829,0.0083449,0.0098064,0.020724
0.19,0.028614,0.016089,0.020027,0.050567,0.0083233,0.025552,-0.012892,0.99771,0.0089836,-4.8791,55.684,-30.881,-5.3547e-05,-0.0023863,0.00060733,-0.00087756,-0.00089427,1.3635e-05,0.99835,0.014204,0.0081982,0.0098823,0.020724
0.2,0.029309,0.015739,0.020111,0.050002,0.007917,0.023925,-0.013083,0.99808,0.009547,-4.7918,55.874,-30.881,-4.9544e-05,4.1863e-05,-0.00060873,-0.00079418,0.00038728,-0.00090993,0.99834,0.014552,0.0080269,0.0099235,0.020724
0.21,0.029969,0.015354,0.02022,0.049523,0.0071496,0.024059,-0.012892,0.99752,0.009547,-4.7918,55.874,-30.881,0.0011609,0.0012482,0.0006035,9.8701e-05,0.0015863,-0.00035758,0.99833,0.014883,0.007838,0.0099782,0.020724
0.22,0.030556,0.015003,0.020434,0.047554,0.0079142,0.026248,-0.013847,0.99733,0.01011,-4.7918,55.684,-31.053,-5.3053e-05,3.3956e-05,-0.00060872,-0.00052002,0.0011276,-0.00095081,0.99833,0.015177,0.0076672,0.010086,0.020724
0.23,0.031133,0.014654,0.02011,0.048595,0.0090306,0.013833,-0.013656,0.9979,0.009547,-4.7918,55.684,-31.053,-5.6719e-05,3.3849e-05,-0.00060296,-0.0006757,0.00092384,-0.0011482,0.99833,0.015468,0.0074926,0.0099242,0.020724
