time,Gqw,Gqx,Gqy,Gqz,Lqw,Lqx,Lqy,Lqz,rx,ry,rz,lx,ly,lz,ax,ay,az,mx,my,mz,gx,gy,gz,temp
7.5075,-0.624509,-0.4233,0.541441,0.371008,-0.624509,-0.4233,0.541441,0.371008,1.511415,-0.370601,-1.421777,-0.2285,-0.13984,-0.225381,-0.906128,0.104257,0.104632,-35.780891,14.3961,-34.255383,-4.419277,28.399069,68.208817,33.452553
7.51751,-0.62976,-0.420871,0.54267,0.363015,-0.62976,-0.420871,0.54267,0.363015,1.509457,-0.387569,-1.410843,-0.161416,-0.000855,0.017377,-0.930465,0.397837,0.024654,-34.707745,15.157928,-34.967049,6.502462,51.981678,97.147949,33.452553
7.52752,-0.634074,-0.417496,0.544522,0.356572,-0.634074,-0.417496,0.544522,0.356572,1.507264,-0.403673,-1.403972,-0.264372,-0.113331,-0.037383,-0.859137,0.318451,0.133958,-34.707745,15.157928,-34.967049,4.20681,31.251244,95.478378,33.427551
7.53753,-0.639028,-0.414873,0.545653,0.348979,-0.639028,-0.414873,0.545653,0.348979,1.504721,-0.420055,-1.393592,-0.262432,-0.044327,-0.002981,-0.902383,0.392969,0.116058,-33.787907,16.342993,-35.678715,9.285071,49.964287,96.521858,33.440052
7.54754,-0.643492,-0.412143,0.547195,0.341517,-0.643492,-0.412143,0.547195,0.341517,1.502959,-0.436448,-1.384468,-0.2823,-0.10376,-0.001559,-0.84622,0.384544,0.137766,-33.787907,16.342993,-35.678715,10.885072,43.286026,96.313164,33.440052
7.55755,-0.648701,-0.409531,0.548216,0.333062,-0.648701,-0.409531,0.548216,0.333062,1.500099,-0.453882,-1.372495,-0.257189,-0.057456,-0.006688,-0.878982,0.415624,0.096063,-33.021374,17.697351,-35.995014,14.015506,56.086025,103.617508,33.452553
7.56756,-0.6535,-0.407031,0.549814,0.323987,-0.6535,-0.407031,0.549814,0.323987,1.498802,-0.472217,-1.360995,-0.308614,-0.089198,-0.000294,-0.850713,0.424986,0.143098,-33.021374,17.697351,-35.995014,21.528549,54.277328,108.208817,33.440052
7.57757,-0.658542,-0.404701,0.55136,0.313913,-0.658542,-0.404701,0.55136,0.313913,1.497635,-0.491678,-1.34784,-0.223863,-0.065329,0.05401,-0.821695,0.49913,0.048266,-31.718267,18.882416,-36.785751,23.198114,61.999069,111.339249,33.427551
7.58758,-0.664296,-0.402468,0.55182,0.303686,-0.664296,-0.402468,0.55182,0.303686,1.493895,-0.510594,-1.331794,0.463766,-0.188145,-0.030975,-0.607524,0.353276,-0.617461,-31.718267,18.882416,-36.785751,20.485071,67.912109,113.913162,33.440052
7.59759,-0.671249,-0.395471,0.551617,0.297901,-0.671249,-0.395471,0.551617,0.297901,1.479561,-0.529292,-1.320323,-0.455668,0.022032,-0.142457,-1.024071,0.415063,0.226885,-29.87859,19.474949,-37.418346,-46.714928,47.320808,113.217514,33.415054
7.6076,-0.677422,-0.386279,0.555318,0.288981,-0.677422,-0.386279,0.555318,0.288981,1.47067,-0.557555,-1.31314,-0.323346,0.306132,0.114655,-1.080984,0.807126,0.060835,-29.87859,19.474949,-37.418346,-29.880146,19.772982,164.208817,33.440052
7.61761,-0.681006,-0.38187,0.557946,0.281251,-0.681006,-0.38187,0.557946,0.281251,1.468341,-0.576542,-1.306271,-0.285106,0.04176,0.121066,-0.83948,0.686362,0.073403,-28.72879,21.675781,-37.655567,3.372028,26.103416,107.095772,33.465054
7.62762,-0.682536,-0.379964,0.559966,0.276063,-0.682536,-0.379964,0.559966,0.276063,1.469517,-0.587888,-1.302661,-0.304949,-0.122564,0.013038,-0.764033,0.515981,0.114344,-28.72879,21.675781,-37.655567,17.911158,12.95559,65.634903,33.427551
7.63763,-0.684871,-0.378821,0.562288,0.266982,-0.684871,-0.378821,0.562288,0.266982,1.472649,-0.603966,-1.293777,0.188809,0.03019,0.112238,-0.709367,0.6682,-0.399805,-28.192217,22.437609,-37.655567,33.563332,32.15559,87.478378,33.440052
7.64764,-0.687223,-0.374428,0.564861,0.261649,-0.687223,-0.374428,0.564861,0.261649,1.470578,-0.619261,-1.290917,-0.535481,-0.022038,0.056628,-0.852959,0.649664,0.311053,-28.192217,22.437609,-37.655567,-2.541016,6.277329,87.82621,33.452553
7.65765,-0.689581,-0.371391,0.567242,0.254525,-0.689581,-0.371391,0.567242,0.254525,1.470493,-0.635105,-1.285056,0.026162,-0.045806,-0.036341,-0.752613,0.536389,-0.241561,-27.272377,23.284084,-37.813717,18.60681,10.103416,94.852295,33.477554
7.66766,-0.691108,-0.367262,0.570219,0.249677,-0.691108,-0.367262,0.570219,0.249677,1.470252,-0.649479,-1.284344,-0.589071,-0.129417,0.028629,-0.780321,0.593307,0.380559,-27.272377,23.284084,-37.813717,1.702463,-3.04441,81.843597,33.427551
7.67767,-0.693129,-0.363106,0.57411,0.241088,-0.693129,-0.363106,0.57411,0.241088,1.472288,-0.669742,-1.280309,0.050979,-0.147502,-0.003572,-0.631113,0.521598,-0.242894,-26.352537,24.553795,-37.971863,24.380724,4.190373,116.765335,33.452553
7.68768,-0.695392,-0.35827,0.577135,0.234494,-0.695392,-0.35827,0.577135,0.234494,1.470842,-0.687551,-1.276917,-0.577299,-0.081713,0.114252,-0.735951,0.719876,0.360183,-26.352537,24.553795,-37.971863,3.580724,6.972982,101.808815,33.440052
