time,EqKm_x,EqKm_y,EqKm_z,Sens_x,Sens_y,Sens_z,a_x,a_y,a_z,m_x,m_y,m_z,g_x,g_y,g_z,Km_g_x,Km_g_y,Km_g_z,qKm_w,qKm_x,qKm_y,qKm_z,J 
0,NaN,NaN,NaN,0.0035733,-0.0021744,1.6967e-05,-0.062736,1.003,-0.0069569,0.35255,21.092,-11.459,-0.001738,0.0012875,0.00034241,0,0,0,NaN,NaN,NaN,NaN,0
0.01,0.00026551,0.00026042,0.00026551,0.0064476,-0.001122,-0.0047893,-0.052626,1.0041,0.004659,0.5115,21.264,-11.459,0.012832,0.0049273,-0.00086899,0.0041592,-0.00066762,-0.0042072,0.99051,0.00013147,0.00013147,0.00013147,0.01843
0.02,0.00015059,8.444e-05,3.4452e-05,0.0070958,-0.00059084,-0.0073725,-0.047759,0.9981,0.0084675,0.5115,21.264,-11.459,-0.0005239,0.0024965,-0.0020804,-0.00040634,0.0028505,-0.0035636,0.99051,7.458e-05,4.2626e-05,1.706e-05,0.020539
0.03,0.0029001,0.0027575,0.0027204,0.0093333,0.0024856,0.019986,-0.047572,0.9996,0.0069441,0.35255,21.35,-11.378,-0.0005239,0.0012797,-0.00087117,-0.0023989,0.0034331,-0.0019911,0.99103,0.0014351,0.0013932,0.001346,0.020725
0.04,0.0044292,0.0042354,0.0042065,0.012643,0.0049197,0.016288,-0.050754,1.0048,0.0042782,0.35255,21.35,-11.378,0.0031185,6.5475e-05,0.0015522,-0.00090644,0.0026599,0.00044923,0.99126,0.0021908,0.002141,0.0020802,0.020735
0.05,0.0049971,0.004764,0.0047746,0.011049,0.0032492,0.012913,-0.056371,0.99979,-0.00010159,0.35255,21.264,-11.623,-0.0065946,-0.0035771,-0.00087713,-0.0076309,-0.00041413,0.0001066,0.99136,0.0024712,0.0024086,0.0023607,0.020732
0.06,0.0052464,0.0049802,0.0052042,0.0062668,-0.00043579,0.020034,-0.060115,0.9981,-0.0058144,0.35255,21.264,-11.623,-0.0041663,-0.0023631,-0.00087437,-0.0082468,-0.00094217,0.00044431,0.99136,0.002594,0.0025185,0.002573,0.020729
0.07,0.0049715,0.0045946,0.00493,0.0082922,-0.001309,0.0038802,-0.056371,0.99979,-0.0048622,0.5115,21.178,-11.623,0.0043327,0.0012792,0.00034252,-0.0022101,0.0015864,-8.0376e-05,0.9911,0.0024579,0.002324,0.0024373,0.020727
0.08,0.0048454,0.0043594,0.0048576,0.0074055,0.00019315,0.0055892,-0.055247,0.9996,0.00085053,0.5115,21.178,-11.623,-0.0090229,-0.0011516,0.0015556,-0.0094713,0.0010829,0.00052155,0.99101,0.0023956,0.0022053,0.0024016,0.020726
0.09,0.0053315,0.0047715,0.0058543,0.0070447,0.0012345,0.03008,-0.053375,0.9996,0.004659,0.35255,21.092,-11.459,-0.0053805,-0.0011517,-0.0008776,-0.0090022,0.0011132,-0.00017637,0.99116,0.0026351,0.0024147,0.0028948,0.020725
