 time,EqKm_x,EqKm_y,EqKm_z,Sens_x,Sens_y,Sens_z,a_x,a_y,a_z,m_x,m_y,m_z,g_x,g_y,g_z,Km_g_x,Km_g_y,Km_g_z,qKm_w,qKm_x,qKm_y,qKm_z 
3.54,-3.1322,-0.020665,0.0007237,-3.1323,-0.020004,-0.0023098,-0.0093383,-1.0089,-0.020185,-12.457,-47.674,-16.983,-0.0011512,0.00060871,-9.6263e-05,-0.00070378,-0.00010496,0.00012248,0.004751,-1.0124,-0.00041419,-0.010203
3.55,-3.1322,-0.020666,0.00061922,-3.1327,-0.020194,-0.0014323,-0.0089695,-1.0089,-0.020376,-12.457,-47.674,-16.983,6.6563e-05,0.00061063,-9.5959e-05,-0.00020483,0.00039359,0.00012351,0.0047362,-1.0124,-0.00036116,-0.010204
3.56,-3.1323,-0.020662,0.0011398,-3.1332,-0.020012,0.011539,-0.0084163,-1.0085,-0.020185,-12.457,-47.562,-17.456,6.6353e-05,0.00061253,0.0011147,-7.1888e-05,0.0005246,3.3376e-05,0.0047137,-1.0123,-0.00062439,-0.010202
3.57,-3.1324,-0.02065,0.0016433,-3.1334,-0.019816,0.011626,-0.0082319,-1.0089,-0.019995,-12.457,-47.562,-17.456,-0.0011442,0.00061443,-0.00010301,-0.00087765,0.0005522,-0.00080353,0.0046864,-1.0123,-0.00087889,-0.010195
3.58,-3.1324,-0.020672,0.0018392,-3.1338,-0.02058,0.0056189,-0.0078631,-1.0085,-0.020758,-12.266,-47.897,-16.889,0.0012801,-0.00059782,-0.00010268,0.00052121,-0.00021728,-0.00059599,0.004651,-1.0123,-0.00097772,-0.010205
3.59,-3.1324,-0.020683,0.0019264,-3.1327,-0.020564,0.0036507,-0.0089695,-1.0093,-0.020758,-12.266,-47.897,-16.889,-0.0011484,-0.0018101,0.0011156,-0.00065242,-0.0012887,0.00046112,0.0046446,-1.0122,-0.0010218,-0.010211
3.6,-3.1325,-0.020703,0.0012185,-3.1333,-0.020761,-0.012658,-0.0084163,-1.0089,-0.020949,-12.744,-48.009,-16.889,-0.0011486,0.00061243,0.0011198,-0.0010694,8.2443e-05,0.0019453,0.0046172,-1.0122,-0.00066327,-0.010223
3.61,-3.1325,-0.020709,0.00046961,-3.1327,-0.02039,-0.014092,-0.0089695,-1.0085,-0.020567,-12.744,-48.009,-16.889,-0.001145,-0.00061132,-9.7916e-05,-0.0011517,-0.00037408,0.0016055,0.0046029,-1.0122,-0.00028416,-0.010228
3.62,-3.1325,-0.020736,0.00073304,-3.1323,-0.02095,0.0062373,-0.0093383,-1.0089,-0.021139,-12.457,-47.562,-17.267,6.5082e-05,-0.0018274,0.0011165,-0.00028369,-0.0013262,0.00084775,0.0046045,-1.0121,-0.00041753,-0.010241
3.63,-3.1325,-0.020703,0.00089512,-3.132,-0.019812,0.0042184,-0.009707,-1.0091,-0.019995,-12.457,-47.562,-17.267,0.0024893,-0.00060745,-9.7299e-05,0.0016749,-0.00085359,-5.7023e-05,0.0046207,-1.0121,-0.00049962,-0.010225
3.64,-3.1324,-0.020744,0.0012703,-3.1316,-0.021151,0.008691,-0.010076,-1.0083,-0.02133,-12.362,-47.562,-17.267,0.0012788,0.00060478,-0.00010083,0.0014631,0.00022048,-0.00063959,0.0046513,-1.0121,-0.00068984,-0.010244
3.65,-3.1324,-0.020749,0.0016176,-3.132,-0.02039,0.0084103,-0.009707,-1.0085,-0.020567,-12.362,-47.562,-17.267,-0.0011458,-0.00061127,-9.6674e-05,-0.00030605,-0.00034998,-0.00076609,0.0046671,-1.012,-0.00086572,-0.010246
3.66,-3.1324,-0.020753,0.0018815,-3.1325,-0.020371,0.0069376,-0.0091539,-1.0095,-0.020567,-12.362,-47.674,-17.172,0.0012822,0.0006048,-0.0013105,0.00079029,0.00031623,-0.0015134,0.0046657,-1.012,-0.00099922,-0.010248
3.67,-3.1324,-0.020747,0.0020968,-3.1323,-0.020008,0.0061594,-0.0093383,-1.0087,-0.020185,-12.362,-47.674,-17.172,-0.0011501,0.0018209,-9.9897e-05,-0.00054455,0.0013321,-0.00083001,0.0046689,-1.012,-0.0011081,-0.010245
3.68,-3.1324,-0.020782,0.0027843,-3.1321,-0.020776,0.016298,-0.0095227,-1.0081,-0.020949,-12.171,-47.897,-17.267,6.3846e-05,0.00061247,-0.00010725,-8.3221e-05,0.0008537,-0.0013313,0.0046765,-1.0119,-0.0014561,-0.010261
3.69,-3.1324,-0.020752,0.0034221,-3.1327,-0.01963,0.015888,-0.0089695,-1.0087,-0.019804,-12.171,-47.897,-17.267,6.3645e-05,-0.00059977,-0.00010691,1.4418e-05,-0.00021074,-0.0014044,0.0046714,-1.0119,-0.0017786,-0.010245
3.7,-3.1324,-0.020741,0.003773,-3.1322,-0.020193,0.010617,-0.0095227,-1.0089,-0.020376,-12.171,-47.338,-17.078,6.3444e-05,-0.0018159,0.0011076,7.5509e-05,-0.0013271,-0.00017005,0.004679,-1.0119,-0.0019561,-0.010239
3.71,-3.1324,-0.020729,0.0041018,-3.1322,-0.020186,0.010614,-0.0095227,-1.0093,-0.020376,-12.171,-47.338,-17.078,-0.0011509,0.00060667,-0.00010624,-0.00074589,7.5706e-06,-0.00060919,0.0046846,-1.0119,-0.0021224,-0.010232
3.72,-3.1324,-0.020759,0.0032741,-3.1325,-0.02078,-0.013109,-0.0091539,-1.0079,-0.020949,-12.648,-47.45,-16.794,6.6877e-05,0.0018227,0.0011044,-0.00021436,0.0013097,0.0017961,0.0046744,-1.0118,-0.0017036,-0.01025
3.73,-3.1324,-0.020742,0.0024041,-3.1323,-0.019808,-0.014634,-0.0093383,-1.0093,-0.019995,-12.648,-47.45,-16.794,-0.0011436,-0.00060748,-0.0013274,-0.00087655,-4.4062e-05,0.00089555,0.0046688,-1.0118,-0.0012634,-0.010244
3.74,-3.1324,-0.020773,0.0026921,-3.1331,-0.02095,0.0085246,-0.0086007,-1.0089,-0.021139,-12.362,-47.338,-17.172,7.0277e-05,-0.0006094,-0.00011286,-0.00025613,-0.00038896,-0.00024082,0.0046509,-1.0118,-0.0014089,-0.010258
3.75,-3.1324,-0.020772,0.0028757,-3.1323,-0.020379,0.0065566,-0.0093383,-1.0091,-0.020567,-12.362,-47.338,-17.172,7.0055e-05,-0.00061514,0.0011016,-1.7413e-05,-0.0005387,0.00041382,0.0046531,-1.0117,-0.0015018,-0.010258
3.76,-3.1324,-0.020803,0.003424,-3.1322,-0.021143,0.014347,-0.0095227,-1.0087,-0.02133,-12.171,-48.009,-17.172,6.9834e-05,-0.0018312,-0.00010832,7.8979e-05,-0.0013744,-0.00076218,0.0046626,-1.0117,-0.0017792,-0.010272
3.77,-3.1324,-0.020788,0.0038976,-3.1322,-0.02019,0.013185,-0.0095227,-1.0091,-0.020376,-12.171,-48.009,-17.172,-0.0011445,0.00059523,-0.00011181,-0.00073418,-2.1149e-05,-0.00099886,0.0046697,-1.0117,-0.0020188,-0.010264
3.78,-3.1324,-0.020801,0.0044678,-3.1327,-0.020579,0.01564,-0.0089695,-1.0085,-0.020758,-12.076,-47.45,-17.078,6.556e-05,0.00059335,-0.00011146,-0.0001812,0.00041489,-0.0012108,0.0046628,-1.0116,-0.002307,-0.01027
3.79,-3.1324,-0.020765,0.0049605,-3.1329,-0.019434,0.014576,-0.0087851,-1.0091,-0.019613,-12.076,-47.45,-17.078,6.9186e-05,0.0018056,-0.00011111,-2.5955e-05,0.0013028,-0.0011583,0.0046531,-1.0116,-0.002556,-0.010251
3.8,-3.1324,-0.020797,0.0052257,-3.1316,-0.020764,0.010344,-0.010076,-1.0087,-0.020949,-12.171,-47.338,-17.078,0.0024973,0.00059344,-0.00010692,0.0017834,0.00083427,-0.00080598,0.0046782,-1.0116,-0.0026904,-0.010267
3.81,-3.1324,-0.020779,0.0054356,-3.1318,-0.019815,0.0095104,-0.0098914,-1.0089,-0.019995,-12.171,-47.338,-17.078,-0.0011454,0.00059157,-0.00010275,-0.00020151,0.00062231,-0.00061802,0.0046982,-1.0116,-0.0027966,-0.010257
3.82,-3.1323,-0.020794,0.0047345,-3.132,-0.020583,-0.0092118,-0.009707,-1.0083,-0.020758,-12.648,-47.674,-16.983,7.2367e-05,-0.00062061,-0.00010626,-4.4547e-06,-0.00021044,0.00077603,0.0047034,-1.0115,-0.0024421,-0.010266
3.83,-3.1324,-0.020746,0.004054,-3.1327,-0.019434,-0.0093705,-0.0089695,-1.0091,-0.019613,-12.648,-47.674,-16.983,0.0012863,-0.00061482,-0.0013201,0.00084107,-0.00054186,0.00032241,0.0046929,-1.0115,-0.0020977,-0.010245
3.84,-3.1324,-0.02076,0.0042719,-3.1325,-0.020568,0.0085714,-0.0091539,-1.0091,-0.020758,-12.457,-47.785,-17.361,-0.0011461,0.0018154,-0.0013159,-0.00054171,0.001107,-0.001131,0.004691,-1.0115,-0.0022078,-0.010252
3.85,-3.1324,-0.020772,0.0045202,-3.1331,-0.020367,0.0092948,-0.0086007,-1.0096,-0.020567,-12.457,-47.785,-17.361,6.7862e-05,0.00059937,-0.00010143,-0.00016052,0.0007513,-0.00076819,0.004673,-1.0114,-0.0023332,-0.010257
3.86,-3.1324,-0.020812,0.0038054,-3.1325,-0.021143,-0.010448,-0.0091539,-1.0087,-0.02133,-12.935,-47.562,-17.267,-0.0011465,-0.001827,-0.00010495,-0.00087048,-0.00096456,0.00075372,0.004664,-1.0114,-0.0019717,-0.010279
3.87,-3.1324,-0.020798,0.0031039,-3.1331,-0.020186,-0.010684,-0.0086007,-1.0093,-0.020376,-12.935,-47.562,-17.267,0.0012854,0.00060708,-0.00010462,0.00055608,0.00012492,0.0011814,0.0046431,-1.0114,-0.0016167,-0.010274
3.88,-3.1325,-0.020812,0.0028217,-3.1329,-0.020572,-0.0026082,-0.0087851,-1.0089,-0.020758,-12.648,-47.897,-17.172,-0.0011431,0.00060899,-0.00010429,-0.0006603,0.00047891,0.00068964,0.0046311,-1.0114,-0.0014738,-0.010282
3.89,-3.1324,-0.020814,0.0024384,-3.1316,-0.020386,-0.0050651,-0.010076,-1.0087,-0.020567,-12.648,-47.897,-17.172,7.0818e-05,-0.00060707,-0.00010012,-0.00010161,-0.00026575,0.00069772,0.0046479,-1.0113,-0.0012801,-0.010284
3.9,-3.1324,-0.020842,0.0027725,-3.1322,-0.020945,0.0094781,-0.0095227,-1.0091,-0.021139,-12.362,-47.897,-17.267,0.0024989,0.00060899,-0.00010364,0.0017237,0.00037758,-0.00035896,0.0046593,-1.0113,-0.0014492,-0.010297
3.91,-3.1324,-0.020815,0.0030003,-3.1318,-0.01983,0.0074545,-0.0098914,-1.0081,-0.019995,-12.362,-47.897,-17.267,7.0372e-05,-0.00060708,-0.00010715,0.00062148,-0.00034654,-0.00051359,0.0046814,-1.0113,-0.0015645,-0.010284
3.92,-3.1323,-0.020839,0.0029595,-3.132,-0.020949,0.0021458,-0.009707,-1.0089,-0.021139,-12.553,-47.674,-17.267,7.015e-05,-0.00060516,0.0011073,0.00026322,-0.00047977,0.00066902,0.0046928,-1.0112,-0.001544,-0.010296
3.93,-3.1323,-0.020791,0.0028087,-3.1318,-0.019448,-1.9388e-05,-0.0098914,-1.0083,-0.019613,-12.553,-47.674,-17.267,7.3762e-05,0.00061473,0.0011038,0.00016596,0.00021544,0.001176,0.0047066,-1.0112,-0.0014678,-0.010273
3.94,-3.1323,-0.020833,0.0027275,-3.132,-0.021151,0.0012759,-0.009707,-1.0083,-0.02133,-12.648,-47.226,-17.361,6.9695e-05,0.00061279,-0.00011762,0.00012065,0.0005474,0.00038283,0.0047152,-1.0112,-0.0014269,-0.010294
3.95,-3.1323,-0.020806,0.0026538,-3.1329,-0.019815,0.0012372,-0.0087851,-1.0089,-0.019995,-12.648,-47.226,-17.361,6.9475e-05,-0.00060329,-0.00012109,4.0569e-05,-0.00028915,0.00013813,0.0047009,-1.0112,-0.0013894,-0.010281
3.96,-3.1323,-0.020845,0.0023687,-3.1321,-0.021151,-0.0031958,-0.0095227,-1.0083,-0.02133,-12.648,-47.785,-17.172,0.0012796,0.00061276,0.0010973,0.00089927,0.00039617,0.0012127,0.0047054,-1.0111,-0.0012454,-0.010301
3.97,-3.1323,-0.020831,0.0020795,-3.1327,-0.020186,-0.0034218,-0.0089695,-1.0093,-0.020376,-12.648,-47.785,-17.172,-0.0023631,-0.0018136,0.0010938,-0.0013953,-0.0011425,0.0015321,0.004694,-1.0111,-0.001099,-0.010295
3.98,-3.1323,-0.020843,0.0020405,-3.132,-0.020768,0.0014647,-0.009707,-1.0085,-0.020949,-12.362,-47.45,-16.983,-0.0011491,0.00060888,-0.00012379,-0.0011911,0.00010271,0.0004217,0.0046962,-1.0111,-0.0010793,-0.010302
3.99,-3.1323,-0.020803,0.0019615,-3.1322,-0.019611,0.00037092,-0.0095227,-1.0096,-0.019804,-12.362,-47.45,-16.983,0.0012789,-0.00060718,-0.0013337,0.00053133,-0.00044179,-0.00067434,0.0046974,-1.011,-0.0010393,-0.010282
4,-3.1323,-0.020834,0.0021745,-3.1323,-0.020954,0.0062844,-0.0093383,-1.0087,-0.021139,-12.457,-47.785,-17.267,0.0012749,0.0018192,-0.00011152,0.0010463,0.0011621,-0.00058743,0.0047016,-1.011,-0.001147,-0.010297
4.01,-3.1323,-0.020834,0.0023664,-3.1327,-0.020209,0.0060053,-0.0089695,-1.0081,-0.020376,-12.457,-47.785,-17.267,0.0012747,0.00060696,-0.0013253,0.0011753,0.00075639,-0.0013636,0.0046984,-1.011,-0.0012439,-0.010297
4.02,-3.1324,-0.020862,0.002443,-3.1336,-0.020757,0.0037655,-0.0080475,-1.0091,-0.020949,-12.648,-47.785,-17.361,5.655e-05,0.0018269,-0.00010698,0.00030533,0.001516,-0.00058595,0.0046712,-1.011,-0.0012825,-0.010311
4.03,-3.1324,-0.020853,0.0024058,-3.1329,-0.020008,0.0015801,-0.0087851,-1.0087,-0.020185,-12.648,-47.785,-17.361,-0.0011578,0.00061845,-0.00011048,-0.00074386,0.0008582,-0.00019236,0.0046579,-1.0109,-0.0012634,-0.010307
4.04,-3.1324,-0.020902,0.0024549,-3.1327,-0.021328,0.0033922,-0.0089695,-1.0089,-0.021521,-12.362,-47.226,-16.983,-0.0011541,-0.00059765,-0.00011013,-0.0010418,-8.7786e-05,-0.00020464,0.0046467,-1.0109,-0.0012882,-0.010331
4.05,-3.1324,-0.020864,0.0023169,-3.1316,-0.019819,-0.00038345,-0.010076,-1.0087,-0.019995,-12.362,-47.226,-16.983,5.9838e-05,-0.0018137,0.0011044,-0.00022012,-0.0013214,0.00090164,0.0046624,-1.0109,-0.0012185,-0.010313
4.06,-3.1323,-0.020915,0.0026165,-3.1312,-0.021705,0.0087353,-0.010445,-1.0089,-0.021903,-12.362,-47.562,-17.267,5.9649e-05,-0.00060153,0.0011009,6.5569e-05,-0.0007285,0.00057806,0.0046914,-1.0109,-0.0013703,-0.010338
4.07,-3.1323,-0.020879,0.002812,-3.1314,-0.019815,0.0067593,-0.01026,-1.0089,-0.019995,-12.362,-47.562,-17.267,6.3294e-05,0.00061067,-0.00011291,0.00013415,0.00015209,-0.00019544,0.0047148,-1.0108,-0.0014693,-0.01032
4.08,-3.1323,-0.020872,0.0028152,-3.1316,-0.020398,0.0029162,-0.010076,-1.0081,-0.020567,-12.362,-47.897,-17.078,-0.0011549,-0.0018157,0.0011016,-0.00070732,-0.0012098,0.00069398,0.0047304,-1.0108,-0.001471,-0.010317
4.09,-3.1323,-0.020832,0.0028684,-3.1327,-0.019834,0.0041529,-0.0089695,-1.0079,-0.019995,-12.362,-47.897,-17.078,-0.0011512,-0.00059583,0.0023123,-0.0010376,-0.00082033,0.0017121,0.0047161,-1.0108,-0.0014976,-0.010297
4.1,-3.1323,-0.020846,0.0023178,-3.1329,-0.020776,-0.0083544,-0.0087851,-1.0081,-0.020949,-12.744,-47.674,-17.078,0.0024948,0.00061636,-0.0001195,0.0013501,0.00021179,0.0012296,0.0046989,-1.0108,-0.0012192,-0.010305
4.11,-3.1324,-0.020796,0.0017477,-3.1333,-0.019426,-0.0093857,-0.0084163,-1.0095,-0.019613,-12.744,-47.674,-17.078,0.0012843,-0.0005959,-0.00011912,0.0012127,-0.00040894,0.0011185,0.0046797,-1.0107,-0.00093075,-0.010283
4.12,-3.1323,-0.020805,0.0017909,-3.1318,-0.020579,0.0027878,-0.0098914,-1.0085,-0.020758,-12.648,-47.674,-17.456,-0.0011442,0.00062396,-0.00012258,-0.00038108,0.00032213,0.00018023,0.0046961,-1.0107,-0.00095278,-0.010287
4.13,-3.1323,-0.0208,0.0017977,-3.1316,-0.020193,0.002013,-0.010076,-1.0089,-0.020376,-12.648,-47.674,-17.456,6.2056e-05,0.00062583,0.001092,-2.1835e-05,0.00051736,0.00079279,0.0047121,-1.0107,-0.00095631,-0.010285
4.14,-3.1323,-0.02082,0.0015002,-3.1323,-0.020753,-0.0042945,-0.0093383,-1.0093,-0.020949,-12.744,-48.009,-17.267,5.8026e-05,-0.00059029,-0.00012181,2.0762e-05,-0.00021902,0.00058665,0.0047092,-1.0107,-0.00080603,-0.010296
4.15,-3.1323,-0.020787,0.0011709,-3.1325,-0.019808,-0.0051473,-0.0091539,-1.0093,-0.019995,-12.744,-48.009,-17.267,-0.0011525,-0.00058843,0.0023069,-0.0008153,-0.00050871,0.0022407,0.0047003,-1.0106,-0.00063943,-0.010281
4.16,-3.1324,-0.020826,0.0015117,-3.1334,-0.021332,0.0085537,-0.0082319,-1.0087,-0.021521,-12.457,-47.338,-17.267,5.7648e-05,-0.0018045,-0.0001172,-0.00027607,-0.0013348,7.4846e-05,0.0046721,-1.0106,-0.0008114,-0.010299
4.17,-3.1324,-0.020817,0.0017375,-3.1327,-0.020371,0.006134,-0.0089695,-1.0095,-0.020567,-12.457,-47.338,-17.267,-0.0011528,0.00061793,-0.001331,-0.0008972,1.8139e-05,-0.0012229,0.0046621,-1.0106,-0.00092535,-0.010294
4.18,-3.1323,-0.020851,0.002018,-3.1311,-0.021146,0.0073929,-0.010629,-1.0085,-0.02133,-12.171,-47.45,-16.983,6.1106e-05,-0.00059816,-0.00011647,-0.0001271,-0.0003572,-0.00085114,0.0046928,-1.0106,-0.0010675,-0.010311
4.19,-3.1322,-0.020839,0.0021955,-3.1307,-0.020201,0.0055826,-0.010998,-1.0085,-0.020376,-12.171,-47.45,-16.983,6.0913e-05,0.00061787,-0.0001161,0.00012453,0.00030063,-0.00058973,0.004733,-1.0105,-0.0011575,-0.010305
4.2,-3.1322,-0.020879,0.0024274,-3.132,-0.021151,0.0069324,-0.009707,-1.0083,-0.02133,-12.362,-47.785,-17.172,6.0721e-05,0.00062359,-0.00011957,0.00010653,0.00057113,-0.00059655,0.0047414,-1.0105,-0.0012748,-0.010324
4.21,-3.1322,-0.02085,0.0026011,-3.1323,-0.019838,0.0059545,-0.0093383,-1.0077,-0.019995,-12.362,-47.785,-17.172,-0.0011498,-0.00059252,-0.00011919,-0.00076301,-0.00028125,-0.00051189,0.0047385,-1.0105,-0.0013624,-0.01031
4.22,-3.1322,-0.020867,0.0026095,-3.1318,-0.020776,0.0026297,-0.0098914,-1.0081,-0.020949,-12.457,-47.674,-17.172,0.0012783,0.00061582,-0.0013368,0.00068393,0.00036534,-0.0010801,0.0047488,-1.0105,-0.0013668,-0.010318
4.23,-3.1322,-0.02084,0.0025651,-3.1318,-0.019819,0.0014623,-0.0098914,-1.0087,-0.019995,-12.457,-47.674,-17.172,6.779e-05,0.00061771,-0.0013326,0.00028294,0.00049434,-0.0011654,0.0047612,-1.0104,-0.0013444,-0.010305
4.24,-3.1322,-0.020877,0.0027041,-3.1316,-0.021151,0.0052208,-0.010076,-1.0083,-0.02133,-12.457,-47.674,-17.267,0.0024959,-0.00059455,-0.0013322,0.0018546,-0.00021009,-0.0014609,0.0047806,-1.0104,-0.0014149,-0.010323
4.25,-3.1322,-0.020883,0.0029091,-3.1329,-0.020583,0.0067624,-0.0087851,-1.0083,-0.020758,-12.457,-47.674,-17.267,0.0012815,0.00062147,-0.00012151,0.0014011,0.0003725,-0.00081333,0.004772,-1.0104,-0.0015183,-0.010326
4.26,-3.1322,-0.020898,0.0037028,-3.1325,-0.020761,0.01931,-0.0091539,-1.0089,-0.020949,-12.171,-47.674,-17.361,6.715e-05,-0.00058696,-0.00012113,0.00047031,-0.00028138,-0.0014898,0.0047725,-1.0104,-0.0019192,-0.010332
4.27,-3.1322,-0.02086,0.0044593,-3.1332,-0.01963,0.019242,-0.0084163,-1.0087,-0.019804,-12.171,-47.674,-17.361,-0.0011434,0.0018393,-0.00012074,-0.00070019,0.0011155,-0.0016326,0.00475,-1.0103,-0.002301,-0.010312
4.28,-3.1322,-0.020849,0.0040101,-3.1323,-0.02019,-0.0051017,-0.0093383,-1.0091,-0.020376,-12.744,-47.45,-17.267,7.0548e-05,-0.0018051,-0.00012036,-0.00018436,-0.00091914,9.8816e-05,0.0047427,-1.0103,-0.002074,-0.010308
4.29,-3.1322,-0.020829,0.0034996,-3.1314,-0.020186,-0.0066655,-0.01026,-1.0093,-0.020376,-12.744,-47.45,-17.267,7.0325e-05,-0.00059672,-0.0013341,3.5255e-05,-0.00069971,-0.00013619,0.0047593,-1.0103,-0.0018162,-0.010299
4.3,-3.1322,-0.020833,0.0039232,-3.1327,-0.020568,0.012296,-0.0089695,-1.0091,-0.020758,-12.362,-47.338,-17.361,6.2437e-05,0.00061547,-0.0001196,3.1358e-05,0.00021886,-0.00074602,0.0047495,-1.0103,-0.00203,-0.0103
4.31,-3.1322,-0.020826,0.0042936,-3.1325,-0.020205,0.011531,-0.0091539,-1.0083,-0.020376,-12.362,-47.338,-17.361,6.6073e-05,0.00061353,-0.00011923,4.5949e-05,0.00047042,-0.00084595,0.0047445,-1.0102,-0.0022169,-0.010296
4.32,-3.1322,-0.020834,0.004171,-3.132,-0.020571,0.0017044,-0.009707,-1.0089,-0.020758,-12.553,-47.785,-17.267,0.00128,-0.00059872,0.0010953,0.00091306,-0.00025718,0.0006829,0.0047523,-1.0102,-0.0021551,-0.010301
4.33,-3.1322,-0.020813,0.003987,-3.1316,-0.02,0.00037174,-0.010076,-1.0091,-0.020185,-12.553,-47.785,-17.267,-0.0011523,0.00061732,-0.0013288,-0.00048062,0.00032175,-0.00044167,0.0047678,-1.0102,-0.0020622,-0.010291
4.34,-3.1322,-0.020826,0.003708,-3.1322,-0.020579,-0.001876,-0.0095227,-1.0085,-0.020758,-12.457,-47.897,-16.983,0.0012796,0.00061153,-0.00011045,0.00073239,0.00053671,0.00020427,0.0047674,-1.0102,-0.0019213,-0.010298
4.35,-3.1322,-0.020805,0.0034238,-3.1325,-0.019831,-0.0021756,-0.0091539,-1.0081,-0.019995,-12.457,-47.897,-16.983,0.0012794,0.0018237,-0.0001101,0.0010739,0.0013847,0.00040206,0.0047624,-1.0102,-0.0017776,-0.010289
4.36,-3.1322,-0.020822,0.0028268,-3.1316,-0.020579,-0.0089442,-0.010076,-1.0085,-0.020758,-12.553,-47.338,-16.889,-0.0011453,-0.0005988,-0.00010975,-0.00044109,2.8084e-05,0.00092008,0.0047757,-1.0101,-0.0014763,-0.010299
4.37,-3.1322,-0.020784,0.0022813,-3.1325,-0.019623,-0.0085453,-0.0091539,-1.0091,-0.019804,-12.553,-47.338,-16.889,6.4831e-05,0.0006134,-0.0025377,-0.00013003,0.00038418,-0.00066893,0.0047628,-1.0101,-0.0012006,-0.010282
4.38,-3.1321,-0.02079,0.0020526,-3.131,-0.020409,-0.0025834,-0.010629,-1.0075,-0.020567,-12.553,-47.674,-17.172,-0.0011457,0.00061147,-0.00010906,-0.00075651,0.00054485,6.5854e-05,0.0047871,-1.0101,-0.0010853,-0.010285
4.39,-3.1321,-0.020768,0.001869,-3.132,-0.019827,-0.0017014,-0.009707,-1.0083,-0.019995,-12.553,-47.674,-17.172,0.0012824,0.00061337,0.0011054,0.0006628,0.00055225,0.0010487,0.0047895,-1.0101,-0.00099255,-0.010275
4.4,-3.1322,-0.020771,0.0019019,-3.1327,-0.020398,0.0026838,-0.0089695,-1.0081,-0.020567,-12.553,-47.45,-17.267,6.0361e-05,-0.00060271,-0.00010837,0.00020345,-0.00024618,0.00018513,0.0047781,-1.01,-0.001009,-0.010277
4.41,-3.1322,-0.020759,0.0019548,-3.1331,-0.020201,0.0030831,-0.0086007,-1.0085,-0.020376,-12.553,-47.45,-17.267,6.0171e-05,-0.00060081,0.0011061,4.0246e-05,-0.00050109,0.00073628,0.0047569,-1.01,-0.0010355,-0.010271
4.42,-3.1322,-0.020768,0.0022783,-3.1329,-0.020576,0.0088444,-0.0087851,-1.0087,-0.020758,-12.266,-47.45,-17.078,5.9981e-05,0.00061523,0.0011026,1.4771e-05,0.00028474,0.00049705,0.004742,-1.01,-0.0011987,-0.010275
4.43,-3.1322,-0.02075,0.002465,-3.1318,-0.020016,0.0062202,-0.0098914,-1.0083,-0.020185,-12.266,-47.45,-17.078,5.9791e-05,-0.00060085,-0.000115,8.2689e-05,-0.00035529,-0.00020716,0.0047538,-1.01,-0.001293,-0.010266
4.44,-3.1322,-0.02077,0.0026176,-3.1321,-0.020772,0.0056731,-0.0095227,-1.0083,-0.020949,-12.457,-47.45,-17.267,5.9603e-05,0.00061135,0.0010995,7.4772e-05,0.00034289,0.00046932,0.0047562,-1.01,-0.0013701,-0.010275
4.45,-3.1322,-0.020793,0.0027463,-3.132,-0.020768,0.005354,-0.009707,-1.0085,-0.020949,-12.457,-47.45,-17.267,0.0012736,0.00061326,-0.00011428,0.00092227,0.00055421,-0.00013039,0.0047645,-1.0099,-0.0014352,-0.010287
4.46,-3.1322,-0.020809,0.0026878,-3.132,-0.02076,0.0015042,-0.009707,-1.0089,-0.020949,-12.362,-47.674,-16.983,0.0012695,-0.001817,-0.00011775,0.001169,-0.001059,-3.3192e-05,0.0047742,-1.0099,-0.0014058,-0.010295
4.47,-3.1321,-0.020781,0.0025281,-3.1312,-0.020012,-0.00072024,-0.010445,-1.0085,-0.020185,-12.362,-47.674,-16.983,-0.0011513,-0.00059709,-0.0013354,-0.00037991,-0.00075797,-0.00069074,0.0047981,-1.0099,-0.0013253,-0.010282
4.48,-3.1321,-0.020786,0.0028345,-3.1314,-0.020571,0.0087283,-0.01026,-1.0089,-0.020758,-12.266,-47.45,-17.172,6.652e-05,0.00061511,-0.001335,-1.1159e-05,0.00020481,-0.0015691,0.0048151,-1.0099,-0.0014802,-0.010284
4.49,-3.1321,-0.020762,0.003112,-3.1318,-0.019838,0.0084558,-0.0098914,-1.0077,-0.019995,-12.266,-47.45,-17.172,6.2477e-05,0.000617,0.0010975,6.9517e-05,0.00044586,-0.00011439,0.0048238,-1.0098,-0.0016202,-0.010271
4.5,-3.1321,-0.020764,0.0036511,-3.132,-0.020394,0.014312,-0.009707,-1.0083,-0.020567,-12.266,-47.338,-17.361,5.8446e-05,-0.00060292,-0.00011625,8.4953e-05,-0.00028609,-0.00090638,0.0048293,-1.0098,-0.0018925,-0.010271
4.51,-3.1321,-0.020727,0.0041564,-3.1323,-0.01963,0.01404,-0.0093383,-1.0087,-0.019804,-12.266,-47.338,-17.361,-0.0011597,0.00060929,-0.00011205,-0.00077925,0.00027553,-0.0010855,0.0048237,-1.0098,-0.0021474,-0.010252
4.52,-3.1321,-0.020731,0.0046036,-3.1321,-0.020402,0.013387,-0.0095227,-1.0079,-0.020567,-12.171,-47.785,-17.172,5.4256e-05,-0.00061061,0.0011025,-0.00018975,-0.00033878,-0.00021995,0.0048218,-1.0098,-0.0023731,-0.010253
4.53,-3.1321,-0.020709,0.005004,-3.1322,-0.019997,0.012914,-0.0095227,-1.0093,-0.020185,-12.171,-47.785,-17.172,-0.0023704,-0.00061252,-0.00011134,-0.0016868,-0.00055442,-0.00073044,0.004818,-1.0098,-0.0025751,-0.010242
