time,Gqw,Gqx,Gqy,Gqz,Lqw,Lqx,Lqy,Lqz,rx,ry,rz,lx,ly,lz,ax,ay,az,mx,my,mz,gx,gy,gz,temp
0.8008,0.073631,0.827001,-0.540845,-0.134666,0.073631,0.827001,-0.540845,-0.134666,2.867956,0.143584,-1.178144,-0.054041,-0.54642,-0.103972,-0.01481,0.982188,-0.013812,-60.999821,19.474949,-22.710575,14.500938,7.093829,-11.376031,32.302517
0.81081,0.07248,0.82962,-0.536641,-0.135989,0.07248,0.82962,-0.536641,-0.135989,2.869057,0.148391,-1.168701,-0.052281,-0.54486,-0.077756,-0.022111,0.990614,-0.037806,-61.153126,18.967064,-22.6315,1.979199,5.841655,-1.49777,32.302517
0.82082,0.071753,0.832612,-0.531759,-0.137263,0.071753,0.832612,-0.531759,-0.137263,2.869654,0.152858,-1.157683,-0.035833,-0.542501,-0.017601,-0.031284,0.99492,-0.098742,-61.153126,18.967064,-22.6315,-0.455583,5.841655,0.171795,32.302517
0.83083,0.072112,0.835838,-0.526326,-0.138407,0.072112,0.835838,-0.526326,-0.138407,2.8687,0.156096,-1.145416,-0.061247,-0.545316,-0.057019,-0.038398,1.011397,-0.049803,-61.076473,19.305653,-22.947798,-2.194714,2.57209,1.354403,32.302517
0.84084,0.073477,0.839024,-0.520751,-0.139495,0.073477,0.839024,-0.520751,-0.139495,2.866144,0.158212,-1.132922,-0.082916,-0.587111,-0.194805,0.00672,1.015328,0.094349,-61.076473,19.305653,-22.947798,-3.099062,-7.097476,2.328317,32.277519
0.85085,0.074989,0.842259,-0.514996,-0.140558,0.074989,0.842259,-0.514996,-0.140558,2.863408,0.160219,-1.120063,-0.040267,-0.567238,-0.114271,-0.011252,0.995295,0.011324,-60.846512,19.305653,-22.868723,-1.290366,0.137307,1.145708,32.29002
0.86086,0.076039,0.845322,-0.509423,-0.141905,0.076039,0.845322,-0.509423,-0.141905,2.861119,0.163162,-1.107797,-0.097576,-0.620944,-0.29151,0.035176,1.024128,0.205177,-60.846512,19.305653,-22.868723,-1.08167,0.485133,0.797882,32.29002
0.87087,0.075532,0.848352,-0.50408,-0.143165,0.075532,0.848352,-0.50408,-0.143165,2.861589,0.167543,-1.095934,-0.017295,-0.560852,-0.044877,-0.028102,0.999414,-0.051136,-60.616554,19.136358,-22.947798,0.379199,20.937307,-0.245596,32.277519
0.88088,0.074156,0.851233,-0.499069,-0.144341,0.074156,0.851233,-0.499069,-0.144341,2.863631,0.172573,-1.084754,-0.002298,-0.555309,-0.013689,-0.036713,0.996044,-0.085412,-60.616554,19.136358,-22.947798,4.344417,33.667744,-2.95864,32.29002
0.89089,0.071641,0.853943,-0.494587,-0.145027,0.071641,0.853943,-0.494587,-0.145027,2.86813,0.17776,-1.074463,-0.023234,-0.566618,-0.032774,-0.038024,1.017201,-0.063132,-60.846512,19.305653,-23.501316,3.231373,18.919916,-1.984727,32.277519
0.9009,0.068844,0.856225,-0.49084,-0.145652,0.068844,0.856225,-0.49084,-0.145652,2.87308,0.182857,-1.065818,-0.017508,-0.584595,-0.109446,-0.008819,1.004843,0.00523,-60.846512,19.305653,-23.501316,1.074851,4.659046,-0.941249,32.302517
0.91091,0.066685,0.858096,-0.487589,-0.146562,0.066685,0.858096,-0.487589,-0.146562,2.876535,0.187598,-1.058532,-0.08391,-0.643762,-0.304584,0.04566,1.0436,0.211461,-60.616554,19.221006,-23.659464,-0.246888,17.319916,0.171795,32.277519
0.92092,0.065402,0.859625,-0.484813,-0.147391,0.065402,0.859625,-0.484813,-0.147391,2.878474,0.191149,-1.052398,-0.919986,-1.567666,0.257579,-0.012376,1.110817,0.029986,-60.616554,19.221006,-23.659464,2.39659,34.502525,-0.802118,32.277519
0.93093,0.064544,0.860998,-0.482111,-0.148608,0.064544,0.860998,-0.482111,-0.148608,2.879247,0.1949,-1.046686,-0.996664,-1.566405,0.348094,-0.075654,1.195258,-0.030951,-60.386593,19.390301,-24.608351,-2.890366,43.267742,-6.297771,32.29002
0.94094,0.06472,0.862029,-0.479743,-0.150214,0.06472,0.862029,-0.479743,-0.150214,2.877727,0.198175,-1.042065,-0.804911,-1.480318,0.426644,-0.075466,1.014392,-0.161011,-60.386593,19.390301,-24.608351,0.866156,7.928611,-36.767334,32.29002
0.95095,0.06517,0.862899,-0.477659,-0.151657,0.06517,0.862899,-0.477659,-0.151657,2.875847,0.200819,-1.038061,-0.786982,-1.498191,0.448863,-0.060677,1.015328,-0.185576,-60.30994,18.713121,-24.845573,-9.986018,-27.54965,-48.662987,32.315018
0.96096,0.065638,0.863599,-0.475792,-0.153328,0.065638,0.863599,-0.475792,-0.153328,2.873645,0.203775,-1.03469,-0.859653,-1.525696,0.363811,-0.061051,1.06663,-0.079319,-60.30994,18.713121,-24.845573,-50.95993,-36.2453,-37.46299,32.302517
0.97097,0.065669,0.864126,-0.474348,-0.154814,0.065669,0.864126,-0.474348,-0.154814,2.872322,0.206727,-1.032149,-0.854626,-1.522844,0.286873,-0.048695,1.040979,-0.006195,-60.846512,18.035942,-23.580389,-40.386017,-44.523563,-45.254292,32.302517
